,Name,Price,Menu,Menu_link_re,Menu_link_ye,Review_new,Star_new,Address_new,OpenTime_new,Amentities
772,Triple Deuce,,"Bang Bang Shrimp,Curry Goat,Pepper Shrimp,Salmon Burger",,https://www.yelp.com/menu/triple-deuce-bronx,13,4.5,"3601 Boston Rd\nBronx, NY 10469\nWilliamsbridge\n",Mon\n11:00 AM - 9:00 PM\nTue\n11:00 AM - 9:00 PM\nWed\n11:00 AM - 9:00 PM\nThu\n11:00 AM - 9:00 PM\nFri\n11:00 AM - 9:00 PM\nSat\n11:00 AM - 9:00 PM\nSun\nClosed\n,"'Offers Delivery', 'Offers Takeout', 'Classy', 'About the Business'"
773,Ikko Hibachi Sushi Asian Bistro,,"Thai Basil Beef,Duck Spring Rolls,American Dream Roll,House Special Fried Rice,General T'so Chicken,Pork Fry Rice,Spicy Tuna Roll,Pork Buns,Salmon Hibachi,Volcano",http://www.ikkonyc.com/ikko-delivery-menu.pdf,https://www.yelp.com/menu/ikko-hibachi-sushi-asian-bistro-bronx-2,95,4,"3938 E Tremont Ave\nBronx, NY 10465\nEdgewater Park\n",Mon\n12:30 PM - 10:00 PM\nTue\n12:30 PM - 10:00 PM\nWed\n12:30 PM - 10:00 PM\nThu\n12:30 PM - 10:00 PM\nFri\n12:30 PM - 11:00 PM\nSat\n12:30 PM - 11:00 PM\nSun\n12:30 PM - 10:00 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required', 'About the Business', 'COVID-19 updates'"
774,El Fogon Dominicano Restaurant,,,,https://www.yelp.com/menu/el-fogon-dominicano-restaurant-bronx,5,3.5,"283 E 170th St\nBronx, NY 10456\nConcourse\n",Mon\n7:30 AM - 12:00 AM\nTue\n7:30 AM - 12:00 AM\nWed\n7:30 AM - 12:00 AM\nThu\n7:30 AM - 12:00 AM\nFri\n7:30 AM - 12:00 AM\nSat\n7:30 AM - 12:00 AM\nSun\n7:30 AM - 12:00 AM\n,"'Offers Delivery', 'Offers Takeout', 'Many Vegetarian Options', 'TV', 'About the Business'"
775,Sangria Cafe,"Moderate, 11 to 30","Empanadas,Arepitas,Cuban Spring Roll,Scallops,Ceviche,Lomo Saltado Plate",https://www.sangriacafe.com/menu,https://www.yelp.com/menu/sangria-cafe-bronx,215,3.5,"2085 Bartow Ave\nBronx, NY 10475\nCo-op City\n",Mon\n12:00 PM - 12:00 AM\nTue\n12:00 PM - 12:00 AM\nWed\n12:00 PM - 12:00 AM\nThu\n12:00 PM - 12:00 AM\nFri\n12:00 PM - 1:00 AM\nSat\n12:00 PM - 1:00 AM\nSun\n12:00 PM - 12:00 AM\n,"'Offers Delivery', 'Offers Takeout', 'No Reservations', 'Masks required', 'COVID-19 updates'"
776,Cocina Latina,,,,https://www.yelp.com/menu/cocina-latina-bronx-2,1,5,"789 Allerton Ave\nBronx, NY 10467\nPelham Gardens\n",,
777,Mi Romance Ecuatoriano,,,,https://www.yelp.com/menu/mi-romance-ecuatoriano-bronx,3,3.5,,None,
778,The Way Cafe,,,https://theway.cafe/#menu,,16,5,"1015 Castle Hill Ave\nBronx, NY 10472\nUnionport\n",Mon\n7:00 AM - 4:00 PM\nTue\n7:00 AM - 4:00 PM\nWed\n7:00 AM - 4:00 PM\nThu\n7:00 AM - 4:00 PM\nFri\n7:00 AM - 4:00 PM\nSat\n8:00 AM - 3:00 PM\nSun\nClosed\n,"'Offers Delivery', 'Offers Takeout', 'No Reservations', 'Masks required'"
779,Moon Thai Kitchen,,"Drunken Noodles,Pad Thai,Spring Rolls,Massaman Curry,Pad See Ew,Crispy Basil Duck,Mango Sticky Rice,Papaya Salad,Tom Yum Soup,Thai Dumplings",https://moon-thai-kitchen.webnode.com/menu/,https://www.yelp.com/menu/moon-thai-kitchen-bronx,43,4.5,"438 W 238th St\nBronx, NY 10463\nRiverdale\n",Mon\n11:30 AM - 2:45 PM\n4:00 PM - 8:45 PM\nTue\n11:30 AM - 2:45 PM\n4:00 PM - 8:45 PM\nWed\n11:30 AM - 2:45 PM\n4:00 PM - 8:45 PM\nThu\n11:30 AM - 2:45 PM\n4:00 PM - 8:45 PM\nFri\n11:30 AM - 2:45 PM\n4:00 PM - 8:45 PM\nSat\n11:30 AM - 2:45 PM\n4:00 PM - 8:45 PM\nSun\nClosed\n,"'Offers Delivery', 'Offers Takeout'"
780,Shanghai Red Asian Latin Bistro,"Moderate, 11 to 30","Shanghai Red Roll,Shrimp Tempura Roll,Crab Cake,Empanadas,Churrasco,Cuban Egg Rolls,Shrimp Dumplings,Cuban Egg Roll,Pad Thai,Lo Mein Chino",,https://www.yelp.com/menu/shanghai-red-asian-latin-bistro-bronx-2,122,3.5,"127 Westchester Sq\nBronx, NY 10461\nWestchester Square\n",Mon\nClosed\nTue\nClosed\nWed\n4:00 PM - 11:00 PM\nThu\n4:00 PM - 11:00 PM\nFri\n4:00 PM - 12:00 AM\nSat\n4:00 PM - 12:00 AM\nSun\n11:30 AM - 12:00 AM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required'"
781,Pio Pio 4,"Moderate, 11 to 30","Matador Combo,Avocado Salad,Tostones,Rotisserie Chicken,Arroz Chaufa,Maduros,Salchipapa,Lomo Saltado,Yuca,Quarter Chicken",,,203,3.5,"264 Cypress Ave\nBronx, NY 10454\nMott Haven\n",Mon\n11:00 AM - 9:00 PM\nTue\n11:00 AM - 9:00 PM\nWed\n11:00 AM - 9:00 PM\nThu\n11:00 AM - 9:00 PM\nFri\n11:00 AM - 9:00 PM\nSat\n11:00 AM - 9:00 PM\nSun\n11:00 AM - 9:00 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Many Vegetarian Options'"
782,Emilia's Restaurant,"Moderate, 11 to 30","Eggplant Rollatini,Fried Calamari,Pork Osso Buco,Stuffed Artichoke,Caesar Salad,Cavatelli,Gnocchi Bolognese,Black Forest,Chicken Parmigiana,Bomba",https://www.emiliasrestaurant.com/menu,https://www.yelp.com/menu/emilias-restaurant-bronx,197,4,"2331 Arthur Ave\nBronx, NY 10458\nBelmont\n",Mon\n12:00 PM - 9:30 PM\nTue\n12:00 PM - 9:30 PM\nWed\n12:00 PM - 9:30 PM\nThu\n12:00 PM - 9:30 PM\nFri\n12:00 PM - 11:00 PM\nSat\n12:00 PM - 11:00 PM\nSun\n12:00 PM - 11:00 PM\n,"'Takes Reservations', 'Offers Takeout', 'No Delivery', 'Many Vegetarian Options'"
783,National Restaurant & Coffee Shop,"Cheap, Under 10","Silver Dollars,Chicken Fingers,French Toast,Beef Sausage Sandwich,Cheese Omelette",http://nationalrestaurantcoffeeshop.com/,https://www.yelp.com/menu/national-restaurant-and-coffee-shop-bronx,65,4,"8 Bedford Park Blvd E\nBronx, NY 10468\nBedford Park\n",Mon\n7:00 AM - 9:30 PM\nTue\n7:00 AM - 9:30 PM\nWed\n7:00 AM - 9:30 PM\nThu\n7:00 AM - 9:30 PM\nFri\n7:00 AM - 9:30 PM\nSat\n7:00 AM - 9:30 PM\nSun\n7:00 AM - 9:30 PM\n,"'Offers Delivery', 'Offers Takeout', 'No Reservations', 'Many Vegetarian Options'"
784,The Healthy Kitchen,"Moderate, 11 to 30","Grilled Chicken Presto Wrap,Tex Mex Salad,Buffalo Chicken Wrap,Chicken Fajita Wrap,Hawaii Salad,BBQ Chicken Quesadillas,Cajun Chicken Wrap,San Diego Wrap",https://www.healthykitchentogo.com/ny1135/menu.php,https://www.yelp.com/menu/the-healthy-kitchen-bronx-3,95,4,"1135C Morris Park Ave\nBronx, NY 10461\nMorris Park\n",Mon\n10:00 AM - 9:00 PM\nTue\n10:00 AM - 9:00 PM\nWed\n10:00 AM - 9:00 PM\nThu\n10:00 AM - 9:00 PM\nFri\n10:00 AM - 9:00 PM\nSat\n10:30 AM - 8:00 PM\nSun\n10:00 AM - 5:00 PM\n,"'Offers Delivery', 'Offers Takeout', 'No Reservations', 'Masks required'"
785,Tasty Caribbean Buffet,,,,,5,4,"3505 Rochambeau Ave\nBronx, NY 10467\nNorwood\n",,
786,Cafe Colonial Restaurant & Grill,"Moderate, 11 to 30","Seafood Paella,Pepper Steak,Lasagna,Yucca,Grilled Chicken,Lobster Ravioli,Bistec Encebollado",,https://www.yelp.com/menu/cafe-colonial-restaurant-and-grill-bronx-2,142,3,"2072 White Plains Rd\nBronx, NY 10462\nMorris Park\n",Mon\n9:00 AM - 11:00 PM\nTue\n9:00 AM - 11:00 PM\nWed\n9:00 AM - 11:00 PM\nThu\n9:00 AM - 11:00 PM\nFri\n9:00 AM - 12:00 AM\nSat\n9:00 AM - 12:00 AM\nSun\n9:00 AM - 12:00 AM\n,"'Offers Delivery', 'Offers Takeout', 'No Reservations', 'All staff fully vaccinated'"
787,Brewski's,"Moderate, 11 to 30",,https://www.brewskisnewyork.com/menu/,https://www.yelp.com/menu/brewskis-bronx,133,3.5,"3718 E Tremont Ave\nBronx, NY 10465\nSchuylerville\n",Mon\n11:00 AM - 3:00 AM\nTue\n11:00 AM - 3:00 AM\nWed\n11:00 AM - 3:00 AM\nThu\n11:00 AM - 3:00 AM\nFri\n11:00 AM - 3:00 AM\nSat\n11:00 AM - 3:00 AM\nSun\n11:00 AM - 3:00 AM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required'"
788,The Original Crab Shanty Restaurant,"Moderate, 11 to 30","New England Clam Chowder,Joe V's Deep Divers Feast,A Banquet For Crab Lovers,Fried Calamari,Chilled Seafood Combo Platter,Oyster Rockefeller,Italian Feast",https://www.originalcrabshanty.com/our-menu/,https://www.yelp.com/menu/the-original-crab-shanty-restaurant-bronx,789,3.5,"361 City Island Ave\nBronx, NY 10464\nCity Island\n",Mon\n11:00 AM - 11:00 PM\nTue\n11:00 AM - 11:00 PM\nWed\n11:00 AM - 11:00 PM\nThu\n11:00 AM - 11:00 PM\nFri\n11:00 AM - 11:00 PM\nSat\n11:00 AM - 11:00 PM\nSun\n11:00 AM - 11:00 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required'"
789,Feroza's,"Cheap, Under 10","Goat Roti,Shrimp Roti,Curry Goat,Beef Roti,Chicken Roti",,,111,4,"716 Burke Ave\nBronx, NY 10467\nPelham Gardens\n",Mon\n11:00 AM - 9:00 PM\nTue\n11:00 AM - 9:00 PM\nWed\n11:00 AM - 9:00 PM\nThu\n11:00 AM - 9:00 PM\nFri\n11:00 AM - 9:00 PM\nSat\n11:00 AM - 9:00 PM\nSun\nClosed\n,"'Offers Takeout', 'No Reservations', 'No Delivery', 'Accepts Credit Cards'"
790,Pugsley's Pizza,"Cheap, Under 10","Chicken Roll,Cheese Pizza,Buffalo Chicken Pizza,Sausage Pizza",,https://www.yelp.com/menu/pugsleys-pizza-bronx,169,4.5,"590 E 191st St\nBronx, NY 10458\nBelmont\n",,"'Offers Delivery', 'Offers Takeout', 'No Reservations', 'Many Vegetarian Options'"
791,B.B. African & American Restaurant,"Cheap, Under 10",,,,5,4,"1715 Webster Ave\nBronx, NY 10457\nClaremont Village\n",,"'Takes Reservations', 'Offers Takeout', 'No Delivery', 'Accepts Credit Cards', '(718) 731-7992', 'Get Directions\n1715 Webster Ave Bronx, NY 10457', 'Is this your business?\nClaim your business to immediately update business information, respond to reviews, and more!\nClaim This Business', '', '', 'Things to do in Bronx', 'African Food Near Me', 'Find more African Restaurants near B.B. African & American Restaurant', 'Restaurants', 'Nightlife', 'Shopping', 'Show all', 'Search for Reservations', 'Book a Table in Bronx', 'African Restaurant Bronx', 'Cassava Leaf Bronx', 'Liberian Food Bronx', 'Frequently Asked Questions about B.B. African & American Restaurant']"
792,La Nueva Win Hing Restaurant,"Moderate, 11 to 30","Shrimp Fried Rice,General Tso Chicken,Sesame Chicken,Sweet and Sour Chicken",http://www.lanuevawinhing.com/menu.html,,25,4,"40 E 167th St\nBronx, NY 10452\nConcourse\n",Mon\n11:00 AM - 10:00 PM\nTue\n11:00 AM - 10:00 PM\nWed\n11:00 AM - 10:00 PM\nThu\n11:00 AM - 10:00 PM\nFri\n11:00 AM - 10:00 PM\nSat\n11:00 AM - 10:00 PM\nSun\n11:00 AM - 10:00 PM\n,"'Offers Takeout', 'No Reservations', 'No Delivery', 'Accepts Credit Cards'"
793,Morris Park Inn,,"Roast Beef,Broccoli and Cheddar Soup,Slow Roasted Pork Pernil,Chicken Tenders,Chicken Wings,Corkscrew Shrimp,Cubano",https://www.morrisparkinn.com/menu/,https://www.yelp.com/menu/morris-park-inn-bronx-3,18,4.5,"1024 Morris Park Ave\nBronx, NY 10461\nMorris Park\n",Mon\n12:00 PM - 11:30 PM\nTue\n12:00 PM - 11:30 PM\nWed\n12:00 PM - 11:30 PM\nThu\n12:00 PM - 11:30 PM\nFri\n12:00 PM - 11:30 PM\nSat\n12:00 PM - 11:30 PM\nSun\n12:00 PM - 11:30 PM\n,"'Offers Delivery', 'Offers Takeout', 'Masks required', 'Staff wears masks', 'COVID-19 updates'"
794,Harlem Biscuit Company,,"John Lewis,Langston,Fried Chicken Omelette,Fredrick,Bodega,Ruby D,Queenie,Trio",https://www.harlembiscuitcompany.com/#AyWmtj,https://www.yelp.com/menu/harlem-biscuit-company-new-york-4,78,4.5,"2082 Frederick Douglas Blvd\nNew York, NY 10026\nHarlem\n",Mon\nClosed\nTue\nClosed\nWed\n8:00 AM - 2:00 PM\nThu\n8:00 AM - 2:00 PM\nFri\n8:00 AM - 2:00 PM\nSat\n8:00 AM - 2:00 PM\nSun\n8:00 AM - 2:00 PM\n,"'Offers Delivery', 'Offers Takeout', 'No Reservations', 'Masks required'"
795,Golden Corral,"Moderate, 11 to 30","Fried Chicken,Fried Shrimp,Pina Colada",http://www.bronxgoldencorral.com/,,34,3,"2375 E Tremont Ave\nSte 2674\nBronx, NY 10462\n",Mon\n11:00 AM - 9:00 PM\nTue\n11:00 AM - 9:00 PM\nWed\n11:00 AM - 9:00 PM\nThu\n11:00 AM - 9:00 PM\nFri\n11:00 AM - 10:00 PM\nSat\n10:00 AM - 10:00 PM\nSun\n10:00 AM - 10:00 PM\n,"'Offers Delivery', 'Offers Takeout', 'No Reservations', 'Masks required'"
796,Roc N Ramen,,"Jerk Chicken Ramen..,Single Oxtail Bun,Steamed Gua Bao Oxtail Buns,Shoyu Ramen,Curried Oxtail Ramen..,Chicken Dumplings,Kids Rib Tips Ramen,Shrimp Scampi,Vegetable Ramen,Pineapple Jerk Chichen Bun /yoshi Special",,https://www.yelp.com/menu/roc-n-ramen-the-bronx,43,4,"606 E 187th St\nThe Bronx, NY 10473\nBelmont\n",Mon\n11:00 AM - 10:00 PM\nTue\n11:00 AM - 10:00 PM\nWed\n11:00 AM - 10:00 PM\nThu\n11:00 AM - 10:00 PM\nFri\n11:00 AM - 10:00 PM\nSat\n11:00 AM - 10:00 PM\nSun\n12:00 PM - 9:00 PM\n,"'Offers Delivery', 'Offers Takeout', 'Masks required', 'Many Vegetarian Options'"
797,House Of Flava’,,"Rasta Pasta,Pasta Bowl,Jerk Shrimp,Falva's Chicken Pasta",,https://www.yelp.com/menu/house-of-flava-the-bronx,33,4,"920A E 233rd St\nThe Bronx, NY 10466\nEdenwald\n",Mon\n8:00 AM - 11:00 PM\nTue\n8:00 AM - 11:00 PM\nWed\n8:00 AM - 11:00 PM\nThu\n8:00 AM - 11:00 PM\nFri\n8:00 AM - 12:00 AM\nSat\n8:00 AM - 12:00 AM\nSun\n8:00 AM - 9:00 PM\n,"'Many Vegetarian Options', 'Classy', 'Moderate Noise', 'TV'"
798,George's Diner & Cafe,"Cheap, Under 10","French Toast,Breakfast Special,Breakfast Softess Scrambled Eggs",,,216,4,"2369 Westchester Ave\nBronx, NY 10462\nWestchester Square\n",Mon\n5:00 AM - 11:00 PM\nTue\n5:00 AM - 11:00 PM\nWed\n5:00 AM - 11:00 PM\nThu\n5:00 AM - 11:00 PM\nFri\n5:00 AM - 11:00 PM\nSat\n5:00 AM - 11:00 PM\nSun\n5:00 AM - 11:00 PM\n,"'Offers Delivery', 'Offers Takeout', 'No Reservations', 'Vegan Options', 'About the Business'"
799,Ez Grill NYC,"Cheap, Under 10","Lamb Gyro,Chicken Gyro,Tzatziki,Chicken Skewer,Lamb Skewer,Turkey Burger,Baklava,Chicken Skewer Platter,Qofte,Spinach Pie",,https://www.yelp.com/menu/ez-grill-nyc-bronx,140,4,"790 Lydig Ave\nBronx, NY 10462\nPelham Gardens\n",Mon\n12:00 PM - 11:30 PM\nTue\n12:00 PM - 11:30 PM\nWed\n12:00 PM - 11:30 PM\nThu\n12:00 PM - 11:30 PM\nFri\n12:00 PM - 11:30 PM\nSat\n12:00 PM - 11:30 PM\nSun\n12:00 PM - 11:30 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Vegan Options'"
800,The Japanese Pop-Up Restaurant,,,,,2,5,"2900 Southern Blvd\nBronx, NY 10458\n",Mon\nClosed\nTue\n11:00 AM - 6:00 PM\nWed\n11:00 AM - 6:00 PM\nThu\n11:00 AM - 6:00 PM\nFri\n11:00 AM - 6:00 PM\nSat\n11:00 AM - 6:00 PM\nSun\n11:00 AM - 6:00 PM\n,"'Takes Reservations', 'No Delivery', 'No Takeout', 'Accepts Credit Cards', 'Get Directions\n2900 Southern Blvd Bronx, NY 10458', 'Is this your business?\nClaim your business to immediately update business information, respond to reviews, and more!\nClaim This Business', '', '', 'Things to do in Bronx', 'Japanese Food Near Me', 'Teriyaki Chicken Near Me', 'Japanese Food Bronx', 'Japanese Restaurant Bronx', 'Restaurants', 'Nightlife', 'Shopping', 'Show all', 'Search for Reservations', 'Book a Table in Bronx', 'Find more Japanese Restaurants near The Japanese Pop-Up Restaurant', 'Frequently Asked Questions about The Japanese Pop-Up Restaurant']"
801,Mottley Kitchen,"Moderate, 11 to 30","Avocado Toast,Egg Sandwich,Green Goddess Bowl,Seared Steak Sandwich,Sweet and Spicy Chicken Sandwich,Kale Salad,Bacon and Cheese Sandwich,Matcha,Green Goddess Salad,Maple Cruller",,,108,4.5,"402 E 140th St\nBronx, NY 10454\nMott Haven\n",Mon\nClosed\nTue\n8:00 AM - 3:00 PM\nWed\n8:00 AM - 3:00 PM\nThu\n8:00 AM - 3:00 PM\nFri\n8:00 AM - 3:00 PM\nSat\n9:00 AM - 3:00 PM\nSun\nClosed\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required', 'COVID-19 updates'"
802,Sabrosura Restaurant,"Moderate, 11 to 30","Fried Pork Chop Lunch,House Special Fried Rice,Broiled Fish,Chofan Nuevo Latino,Grilled Pork Chops,Churrasco Skirt Steak Bento Box,Broiled Fish and Shrimps,Broiled Shrimp with Pork Fried Rice Combination",,https://www.yelp.com/menu/sabrosura-restaurant-bronx,282,3.5,"1200 Castle Hill Ave\nBronx, NY 10462\nUnionport\n",Mon\n11:30 AM - 8:00 PM\nTue\n11:30 AM - 8:00 PM\nWed\n11:30 AM - 8:00 PM\nThu\n11:30 AM - 8:00 PM\nFri\n11:30 AM - 8:00 PM\nSat\n11:30 AM - 8:00 PM\nSun\n11:30 AM - 8:00 PM\n,"'Offers Delivery', 'Offers Takeout', 'No Reservations', 'Vegan Options'"
803,Enzo's Of Williamsbridge,"Moderate, 11 to 30","Double Cut Pork Chop,Fried Meatballs,Chilean Sea Bass,Veal Osso Bucco,Chicken Scarpariello,Clams Oreganata,Chicken Marsala,Marinara,Fried Calamari,Veal Parmigiana",http://www.enzosbronxrestaurant.com/BronxItalianRestaurantMenu.html,,133,4,"1998 Williamsbridge Rd\nBronx, NY 10461\nMorris Park\n",Mon\nClosed\nTue\n12:00 PM - 10:00 PM\nWed\n12:00 PM - 10:00 PM\nThu\n12:00 PM - 10:00 PM\nFri\n12:00 PM - 10:00 PM\nSat\n12:00 PM - 10:00 PM\nSun\n12:00 PM - 10:00 PM\n,"'Takes Reservations', 'Offers Takeout', 'No Delivery', 'Staff wears masks'"
804,Sergio’s Sawpit Portchester,,"Bread Basket,Caesar Salad,Chicken Diavola,Chicken Fino,Chicken Parmigiana,Lobster Tails,Pork Chop",http://sergiosofportchester.com/wp-content/uploads/2021/01/Sergios-Port-Chester-Menu-Jan2021.pdf,,35,4.5,Loading interface...,http://sergiosofportchester.co…,
805,Sammys Fish Box,"Spendy, 31 to 60","Crab Leg Combination,The Crab and Lobster Feast For 2 People,New England Clam Chowder,Our Italian Feast,Broiled Seafood Combo Specialties,Fried Seafood Combination Special,Authentic Fish and Chips Special,Lobster Bisque,Stuffed Whole Twin Lobsters,New England Lobster Roll",https://www.sammysfishbox.com/ourmenu,https://www.yelp.com/menu/sammys-fish-box-bronx-3,886,3,"41 City Island Ave\nBronx, NY 10464\nCity Island\n",Mon\n11:00 AM - 11:00 PM\nTue\n11:00 AM - 11:00 PM\nWed\n11:00 AM - 11:00 PM\nThu\n11:00 AM - 11:00 PM\nFri\n11:00 AM - 11:00 PM\nSat\n11:00 AM - 11:00 PM\nSun\n11:00 AM - 11:00 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required'"
806,Havana Heights,"Moderate, 11 to 30","Pernil,Havana Osso Buco/pernilito,Ropa Vieja Estilo Havana,Arroz Con Camarones,Arroz Con Pollo",https://www.havanaheightsnyc.com/menu,https://www.yelp.com/menu/havana-heights-new-york,59,3.5,"4083 Broadway\nNew York, NY 10033\nWashington Heights\n",Mon\n9:00 AM - 11:00 PM\nTue\n9:00 AM - 11:00 PM\nWed\n9:00 AM - 11:00 PM\nThu\n9:00 AM - 11:00 PM\nFri\n9:00 AM - 12:00 AM\nSat\n9:00 AM - 12:00 AM\nSun\n9:00 AM - 11:00 PM\n,"'Offers Delivery', 'Offers Takeout', 'Staff wears masks', 'Many Vegetarian Options'"
807,7 Spices Carribean Restaurant,"Moderate, 11 to 30",,,https://www.yelp.com/menu/7-spices-carribean-restaurant-new-york,23,4.5,"906 E Gun Hill Rd\nNew York, NY 10469\nOlinville\n",Mon\n7:00 AM - 10:00 PM\nTue\n7:00 AM - 10:00 PM\nWed\n7:00 AM - 10:00 PM\nThu\n7:00 AM - 10:00 PM\nFri\n7:00 AM - 10:00 PM\nSat\n7:00 AM - 10:00 PM\nSun\nClosed\n,"'Offers Delivery', 'Offers Takeout', 'No Reservations', 'Many Vegetarian Options'"
808,Estrellita Poblana IV,"Moderate, 11 to 30","Quesadillas,Tostadas,Enchiladas Verdes,Enchiladas Suizas,Tamales",,https://www.yelp.com/menu/estrellita-poblana-iv-bronx,188,4,"45 Westchester Sq\nBronx, NY 10461\nWestchester Square\n",Mon\n10:00 AM - 10:00 PM\nTue\n6:00 AM - 10:00 PM\nWed\n6:00 AM - 10:00 PM\nThu\n6:00 AM - 10:00 PM\nFri\n6:00 AM - 10:00 PM\nSat\n6:00 AM - 10:00 PM\nSun\n6:00 AM - 10:00 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required'"
809,Caliente’s,,,,,6,4,"414 City Island Ave\nThe Bronx, NY 10464\nCity Island\n",Mon\n12:00 PM - 2:00 AM\nTue\n12:00 PM - 2:00 AM\nWed\n12:00 PM - 2:00 AM\nThu\n12:00 PM - 3:00 AM\nFri\n12:00 PM - 3:00 AM\nSat\n12:00 PM - 12:00 AM\nSun\n12:00 PM - 12:00 AM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required'"
810,Tana Thai,"Moderate, 11 to 30","Drunken Noodles,Pad Thai,Thai Spring Rolls,Pineapple Fried Rice,Massaman Curry,Basil Fried Rice,Grilled Chicken Wings,Chicken Satay,Thai Sesame Chicken,Green Curry",,https://www.yelp.com/menu/tana-thai-bronx,206,3,"1890 Eastchester Rd\nBronx, NY 10461\n",Mon\n11:30 AM - 10:00 PM\nTue\n11:30 AM - 10:00 PM\nWed\n11:30 AM - 10:00 PM\nThu\n11:30 AM - 10:00 PM\nFri\n11:30 AM - 10:30 PM\nSat\n11:30 AM - 10:30 PM\nSun\n12:00 PM - 9:30 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Vegan Options'"
811,Cocina Chente,"Moderate, 11 to 30","Crispy Fish Tacos,Churros,Chimi Tacos,Quesadilla,El Volcano Plato,Chile Relleno Plato,Carnitas Tacos,Flan,Quinoa Croquettes",,https://www.yelp.com/menu/cocina-chente-bronx,199,4,"3535 Riverdale Ave\nBronx, NY 10463\nRiverdale\n",Mon\n5:00 PM - 10:00 PM\nTue\n5:00 PM - 10:00 PM\nWed\n5:00 PM - 10:00 PM\nThu\n5:00 PM - 10:00 PM\nFri\n3:00 PM - 10:00 PM\nSat\n3:00 PM - 10:00 PM\nSun\n1:00 PM - 10:00 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required'"
812,Fort Washington Public House,"Moderate, 11 to 30","Lobster Roll,Fish Tacos,Classic Burger,Korean Cheesesteak,Truffle Burger,Grilled Salmon Plate,Salmon Burger,The Impossible Burger,Fiery Burger",http://www.fwpublichouse.com/,https://www.yelp.com/menu/fort-washington-public-house-new-york,89,4.5,"3938 Broadway\nNew York, NY 10032\n164th St & 165th St\nWashington Heights\n",Mon\n11:00 AM - 2:00 AM\nTue\n11:00 AM - 2:00 AM\nWed\n11:00 AM - 2:00 AM\nThu\n11:00 AM - 2:00 AM\nFri\n11:00 AM - 4:00 AM\nSat\n12:00 PM - 4:00 AM\nSun\n12:00 PM - 4:00 AM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required'"
813,Gurra Cafe,"Cheap, Under 10",,,,26,4,"2325 Arthur Ave\nBronx, NY 10458\nBelmont\n",,"'Offers Takeout', 'No Delivery', 'Many Vegetarian Options', 'Accepts Credit Cards'"
814,Northeast Oyster,"Moderate, 11 to 30","Lobster Roll,Crab Claws,Crab Sandwich,Truffle Tremor,Alverinho,Kumamoto,Bleu",,https://www.yelp.com/menu/northeast-oyster-mamaroneck-4,60,5,"139 Hoyt Ave\nSte A\nMamaroneck, NY 10543\n",Mon\nClosed\nTue\nClosed\nWed\nClosed\nThu\n4:00 PM - 9:00 PM\nFri\n3:00 PM - 9:00 PM\nSat\n1:00 PM - 10:00 PM\nSun\n12:00 PM - 6:00 PM\n,"'No Reservations', 'Vegan Options', 'Many Vegetarian Options', 'Accepts Credit Cards', 'About the Business'"
815,Jimmys On The Go,,"Seafood Combo,Salmon Cakes,Grilled Shrimp",,,15,4.5,"536 E 168th St\nBronx, NY 10456\nMorrisania\n",Mon\nClosed\nTue\n9:30 AM - 3:00 PM\nWed\n9:30 AM - 3:00 PM\nThu\n9:30 AM - 3:00 PM\nFri\n9:30 AM - 3:00 PM\nSat\n9:30 AM - 3:00 PM\nSun\nClosed\n,"'Offers Takeout', 'Accepts Credit Cards', 'Moderate Noise', 'Good For Kids'"
816,MAiSONETTA,,"Steak Frites,Fried Calamari,Churros,Beet Salad,Truffle Mac N Queso",,https://www.yelp.com/menu/maisonetta-bronx,28,5,"141 Lincoln Ave\nBronx, NY 10454\nMott Haven\n",Mon\nClosed\nTue\n4:00 PM - 10:00 PM\nWed\n4:00 PM - 10:00 PM\nThu\n4:00 PM - 10:00 PM\nFri\n4:00 PM - 10:00 PM\nSat\n4:00 PM - 10:00 PM\nSun\n12:00 PM - 10:00 PM\n,"'Offers Delivery', 'Offers Takeout', 'Masks required', 'Staff wears masks'"
