,Name,Price,Review_num,Star,Address,Menu,Menu_link_re,Menu_link_ye,Time
10,Wayla,$$,417 reviews,4.5 star rating,"['Wayla\n417 reviews\nClaimed\n$$ Thai\nEdit\nClosed5:00 PM - 10:00 PM', '417 reviews', '', 'Menu', 'Location & Hours', '100 Forsyth St\nBasement\nNew York, NY 10002\nBroome St & Grand St\nLower East Side\nGet directions', '100 Forsyth St\nBasement\nNew York, NY 10002\nBroome St & Grand St\nLower East Side', 'Mon\n5:00 PM - 10:00 PM\nTue\n5:00 PM - 10:00 PM\nClosed now\nWed\n5:00 PM - 10:00 PM\nThu\n5:00 PM - 10:00 PM\nFri\n5:00 PM - 10:00 PM\nSat\n12:00 PM - 3:30 PM\n5:00 PM - 10:00 PM\nSun\n12:00 PM - 3:30 PM\n5:00 PM - 10:00 PM\nEdit business info', 'Amenities and More', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required', 'Ask the Community', 'I have a reservation in the courtyard - what happens if it rain?', 'As of a few weeks ago when I visited, they had canopies set up covering the courtyard seating area. It was pouring rain and it was enough to keep my whole group dry. Hope this helps!\nAshley F.  2 months ago\nView 1 more answer', ""Do you need a vaccine card even if you're dining outdoors in the backyard?"", 'Yes you need vaccination proof along with your ID even if you want to dine in their open backyard. We were there last evening and they did check.\nMeghna S.  2 months ago\nView question details', 'waylanyc.com', '(212) 206-2500', 'Get Directions\n100 Forsyth St Basement New York, NY 10002', '', 'Frequently Asked Questions about Wayla']",['$21.00\nGrilled Tofu Pad Thai\n54 Photos 73 Reviews\n$23.00\nKhao Pad Kra Prow Nua\n34 Photos 26 Reviews\n$16.00\nKhao Mung Gai Tod\n18 Photos 13 Reviews'],,https://www.yelp.com/menu/wayla-new-york,5:00 PM - 10:00 PM
11,LoveMama,$$,5610 reviews,4.5 star rating,"['LoveMama\n5610 reviews\nClaimed\n$$ Thai, Malaysian, Vietnamese\nEdit\nClosed11:00 AM - 10:00 PM', '5610 reviews', '', 'Menu', 'Location & Hours', '174 2nd Ave\nNew York, NY 10003\n12th St & 11th St\nEast Village\nGet directions', '174 2nd Ave\nNew York, NY 10003\n12th St & 11th St\nEast Village', 'Mon\n11:00 AM - 10:00 PM\nTue\n11:00 AM - 10:00 PM\nClosed now\nWed\n11:00 AM - 10:00 PM\nThu\n11:00 AM - 10:00 PM\nFri\n11:00 AM - 10:00 PM\nSat\n11:00 AM - 10:00 PM\nSun\n11:00 AM - 10:00 PM\nEdit business info', 'Amenities and More', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required', 'COVID-19 updates', 'Ask the Community', 'Is the seafood laksa a penang assam laksa, or a different laksa?', 'Kuala Lumpur Laksa\nKam D., Business Owner  3 months ago 1 person found this helpful\nView question details', 'Hi! How do I book indoor or outdoor reservations?', 'Just call the store telephone no 12122545370\nKams D., Business Owner  9 months ago 2 people found this helpful\nView 1 more answer', 'lovemamanyc.com', '(212) 254-5370', 'Get Directions\n174 2nd Ave New York, NY 10003', '', 'Frequently Asked Questions about LoveMama']","[""$14.00\nRendang Nasi Lemak\n211 Photos 677 Reviews\n$13.00\nPad Thai\n181 Photos 772 Reviews\n$7.00\nRoti Canai Planta\n154 Photos 472 Reviews\n$14.00\nMixed Seafood Curry Laksa\n129 Photos 357 Reviews\n$13.00\nMee Goreng\n98 Photos 353 Reviews\n$13.00\nThai Red Curry\n41 Photos 218 Reviews\n$7.00\nUncle Plump's Dumpling\n60 Photos 134 Reviews\n$7.00\nBBQ Char Siu Bun\n51 Photos 117 Reviews\n$13.00\nGrilled Pork Vermicelli Noodles\n30 Photos 123 Reviews\n$8.00\nMalaysian Chicken Satay Shish Kebab\n35 Photos 101 Reviews""]",,https://www.yelp.com/menu/lovemama-new-york,11:00 AM - 10:00 PM
12,AlMar,$$,461 reviews,4 star rating,"['AlMar\n461 reviews\nClaimed\n$$ Italian, Breakfast & Brunch, Cocktail Bars\nEdit\nClosed8:00 AM - 10:30 PM\nHours updated over 3 months ago', '461 reviews', 'Hours updated over 3 months ago', '', 'Menu', 'Most mentioned dishes', 'Location & Hours', '111 Front St\nBrooklyn, NY 11201\nWashington St & Adams St\nDUMBO\nGet directions', '111 Front St\nBrooklyn, NY 11201\nWashington St & Adams St\nDUMBO', 'Mon\n8:00 AM - 10:30 PM\nTue\n8:00 AM - 10:30 PM\nClosed now\nWed\n8:00 AM - 10:30 PM\nThu\n8:00 AM - 10:30 PM\nFri\n8:00 AM - 11:00 PM\nSat\n9:00 AM - 11:00 PM\nSun\n10:00 AM - 5:00 PM\nEdit business info', 'Amenities and More', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Many Vegetarian Options', 'Ask the Community', 'almardumbo.com', '(718) 855-5288', 'Get Directions\n111 Front St Brooklyn, NY 11201', '', 'Things to do in Brooklyn', 'Breakfast Near Me', 'Breakfast Spots Near Me', 'Cocktail Bars Near Me', 'Italian Near Me', 'Happy Hour Brooklyn', 'Italian Food Brooklyn', 'Outdoor Dining Brooklyn', 'Restaurants', 'Cafes', 'Food', 'Bars', 'Shopping', 'Hotels', 'Landmarks', 'Show all', 'Search for Reservations', 'Book a Table in Brooklyn', 'Find more Breakfast Brunch Spots near AlMar', 'Find more Cocktail Bars near AlMar', 'Find more Italian Restaurants near AlMar', 'Frequently Asked Questions about AlMar']",['$20.00\nEgg in a Cloud\n35 Photos 34 Reviews\n$12.00\nTiramisu\n1 Photo 18 Reviews\n$22.00\nGrilled Octopus\n2 Photos 11 Reviews\n$24.00\nRigatoni\n4 Photos 8 Reviews\n$35.00\nRabbit\n2 Photos 10 Reviews\n$18.00\nSpaghetti\n1 Photo 9 Reviews\n$16.00\nTuscan Kale Salad\n2 Photos 8 Reviews\n$16.00\nCaprese\n1 Photo 9 Reviews\n$15.00\nString Bean Salad\n1 Photo 5 Reviews\n$9.00\nRicotta Crostini\n1 Photo 7 Reviews'],,https://www.yelp.com/menu/almar-brooklyn-2,8:00 AM - 10:30 PM
13,Thai Villa,$$,3870 reviews,4.5 star rating,"['Thai Villa\n3870 reviews\nClaimed\n$$ Thai\nEdit\nClosed11:30 AM - 3:15 PM, 4:30 PM - 10:15 PM\nHours updated 1 month ago', '3870 reviews', 'Hours updated 1 month ago', '', 'Menu', 'Location & Hours', '5 E 19th St\nG Floor\nNew York, NY 10003\nBroadway & 5th Ave\nFlatiron\nGet directions', '5 E 19th St\nG Floor\nNew York, NY 10003\nBroadway & 5th Ave\nFlatiron', 'Mon\n11:30 AM - 3:15 PM\n4:30 PM - 10:15 PM\nTue\n11:30 AM - 3:15 PM\n4:30 PM - 10:15 PM\nWed\n11:30 AM - 3:15 PM\n4:30 PM - 10:15 PM\nClosed now\nThu\n11:30 AM - 3:15 PM\n4:30 PM - 10:15 PM\nFri\n11:30 AM - 3:15 PM\n4:30 PM - 10:30 PM\nSat\n11:30 AM - 3:15 PM\n4:30 PM - 10:30 PM\nSun\n11:30 AM - 3:15 PM\n4:30 PM - 10:15 PM\nEdit business info', 'Amenities and More', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Proof of vaccination required', 'COVID-19 updates', 'Ask the Community', 'Do they have outdoor heaters? Are they on yet?', ""Last time I was there (about 3 weeks ago) we were still wanting AC. So, don't know about heaters. But I can say that the booths they erected for covid outdoor dining are fully enclosed and quite warm.\nRon B.  8 days ago 1 person found this helpful\nView 1 more answer"", 'Do I need to show my vaccination card if I take a outdoor seating?', ""No that's only for inside. You can still go inside for bathroom use without vax card. But you can call and ask to make sure\nHeily P.  1 month ago 1 person found this helpful\nView 1 more answer"", 'thaivillanyc.com', '(212) 802-9999', 'Get Directions\n5 E 19th St G Floor New York, NY 10003', '', 'Frequently Asked Questions about Thai Villa']",['Pad Thai\n548 Photos 931 Reviews\nRed Curry\n135 Photos 237 Reviews\nGreen Curry\n94 Photos 149 Reviews\n$9.00\nPapaya Salad\n75 Photos 109 Reviews\nPanang Curry\n72 Photos 83 Reviews\n$10.00\nSpicy Chicken Wings\n50 Photos 84 Reviews\nPineapple Fried Rice\n44 Photos 68 Reviews\nBasil Fried Rice\n55 Photos 80 Reviews\n$10.00\nSatay\n52 Photos 81 Reviews\n$10.00\nChicken Satay\n50 Photos 73 Reviews'],,https://www.yelp.com/menu/thai-villa-new-york-2,"11:30 AM - 3:15 PM, 4:30 PM - 10:15 PM"
14,Pastis,$$$,312 reviews,4 star rating,"['Pastis\n312 reviews\nClaimed\n$$$ French\nEdit\nClosed11:00 AM - 10:00 PM', '312 reviews', '', 'Menu', 'Most mentioned dishes', 'Location & Hours', '52 Gansevoort St\nNew York, NY 10014\nWashington St & Greenwich St\nWest Village\nGet directions', '52 Gansevoort St\nNew York, NY 10014\nWashington St & Greenwich St\nWest Village', 'Mon\n11:00 AM - 10:00 PM\nTue\n11:00 AM - 10:00 PM\nWed\n11:00 AM - 10:00 PM\nClosed now\nThu\n11:00 AM - 11:00 PM\nFri\n11:00 AM - 11:00 PM\nSat\n10:00 AM - 11:00 PM\nSun\n10:00 AM - 10:00 PM\nEdit business info', 'Amenities and More', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required', 'Ask the Community', ""How's the wait for walk in brunch?"", 'Long waits on the weekend\nFranny A.  2 years ago 2 people found this helpful\nView question details', 'pastisnyc.com', '(212) 929-4844', 'Get Directions\n52 Gansevoort St New York, NY 10014', '', 'Things to do in New York', 'Creme Brulee Near Me', 'French Restaurants Near Me', 'Balthazar Bar Restaurant New York', 'French Restaurant New York', 'Steak Tartare New York', 'Restaurants', 'Nightlife', 'Shopping', 'Show all', 'Search for Reservations', 'Book a Table in New York', 'Find more French Restaurants near Pastis', 'Frequently Asked Questions about Pastis']",['$32.00\nSteak Sandwich\n4 Photos 18 Reviews\n$26.00\nLobster Salad\n7 Photos 9 Reviews\n$36.00\nHanger Steak\n12 Photos 6 Reviews\n$37.00\nLamb Steak\n3 Photos 6 Reviews\n$29.00\nHalf Roasted Chicken\n3 Photos 4 Reviews'],,https://www.yelp.com/menu/pastis-new-york-3,11:00 AM - 10:00 PM
15,Anytime,$$,1685 reviews,4.5 star rating,"['Anytime\n1685 reviews\nClaimed\n$$ Korean, American (New), Tapas/Small Plates\nEdit\nClosed5:00 PM - 1:00 AM (Next day)', '1685 reviews', '', 'Menu', 'Most mentioned dishes', 'Location & Hours', '23 W 32nd St\nFl 3\nNew York, NY 10001\nBroadway & 5th Ave\nKoreatown, Midtown West\nGet directions', '23 W 32nd St\nFl 3\nNew York, NY 10001\nBroadway & 5th Ave\nKoreatown, Midtown West', 'Mon\n5:00 PM - 1:00 AM (Next day)\nTue\n5:00 PM - 1:00 AM (Next day)\nWed\n5:00 PM - 1:00 AM (Next day)\nClosed now\nThu\n5:00 PM - 1:00 AM (Next day)\nFri\n5:00 PM - 3:30 AM (Next day)\nSat\n5:00 PM - 3:30 AM (Next day)\nSun\n5:00 PM - 1:00 AM (Next day)\nEdit business info', 'Amenities and More', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required', 'About the Business', 'COVID-19 updates', 'Ask the Community', 'How do I find it?', 'Use the street address and make sure you go into the correct building. From the front door you go straight up a narrow, dark staircase.\nBusyMom M.  2 months ago\nView 2 more answers', 'When is happy hour?', '6pm - 8pm Sunday - Thursday\nAndrew G.  2 years ago\nView question details', 'anytimenyc.com', '(646) 669-7733', 'Get Directions\n23 W 32nd St Fl 3 New York, NY 10001', 'Message the Business', '', 'Things to do in New York', 'American Food Near Me', 'Bibimbap Near Me', 'Farm to Table Near Me', 'Korean Food Near Me', 'Restaurants', 'Nightlife', 'Shopping', 'Show all', 'Happy Hour New York', 'Korean Bbq New York', 'Korean Food New York', 'Search for Reservations', 'Book a Table in New York', 'Find more American (New) Restaurants near Anytime', 'Find more Korean Restaurants near Anytime', 'Find more Tapas/Small Plates near Anytime', 'Frequently Asked Questions about Anytime']",['$15.95\nPopcorn Chicken\n353 Photos 618 Reviews\n$24.95\nBossam\n130 Photos 206 Reviews\n$21.95\nBulgogi\n26 Photos 29 Reviews'],,https://www.yelp.com/menu/anytime-new-york,5:00 PM - 1:00 AM (Next day)
16,YUBU,$,104 reviews,4.5 star rating,"['YUBU\n104 reviews\nClaimed\n$ Korean\nEdit\nClosed11:00 AM - 3:00 PM, 4:00 PM - 8:00 PM\nHours updated 2 weeks ago', '104 reviews', 'Hours updated 2 weeks ago', '', 'Menu', 'Most mentioned dishes', 'Location & Hours', '86 E 7th St\nNew York, NY 10003\n2nd Ave & 1st Ave\nEast Village\nGet directions', '86 E 7th St\nNew York, NY 10003\n2nd Ave & 1st Ave\nEast Village', 'Mon\nClosed\nTue\nClosed\nWed\n11:00 AM - 3:00 PM\n4:00 PM - 8:00 PM\nClosed now\nThu\n11:00 AM - 3:00 PM\n4:00 PM - 8:00 PM\nFri\n11:00 AM - 3:00 PM\n4:00 PM - 9:00 PM\nSat\n11:00 AM - 3:00 PM\n4:30 PM - 9:00 PM\nSun\n11:00 AM - 3:00 PM\n4:30 PM - 8:00 PM\nEdit business info\nUpcoming Special Hours\nThu 2021-11-25\nClosed\nSat 2021-12-25\nClosed', 'Amenities and More', 'Offers Delivery', 'Offers Takeout', 'All staff fully vaccinated', 'Masks required', 'About the Business', 'Ask the Community', 'yubu.nyc', '(646) 891-0116', 'Get Directions\n86 E 7th St New York, NY 10003', 'Message the Business', '10% off for first time customers!\nSend to your Phone', '', 'Things to do in New York', 'All You Can Eat Korean BBQ Near Me', 'Korean Food Near Me', 'Asian Food New York', 'Hot And New Restaurants New York', 'Korean Food New York', 'Restaurants', 'Nightlife', 'Shopping', 'Show all', 'Search for Reservations', 'Book a Table in New York', 'Find more Korean Restaurants near YUBU', 'Frequently Asked Questions about YUBU']",['$3.25\nSpicy Tuna\n28 Photos 28 Reviews\n$3.25\nSpicy Chicken\n28 Photos 25 Reviews\n$3.50\nBeef Bulgogi\n27 Photos 19 Reviews\n$3.50\nCrabmeat\n19 Photos 15 Reviews\n$3.50\nPork Jaeyook\n18 Photos 8 Reviews\n$3.25\nMushroom Bulgogi Flavor\n13 Photos 8 Reviews\n$3.25\nMyungran Mayo\n8 Photos 7 Reviews'],https://www.yubu.nyc/menu,https://www.yelp.com/menu/yubu-new-york,"11:00 AM - 3:00 PM, 4:00 PM - 8:00 PM"
17,Boqueria Soho,$$,1108 reviews,4 star rating,"['Boqueria Soho\n1108 reviews\nClaimed\n$$ Spanish, Tapas Bars, Tapas/Small Plates\nEdit\nClosed12:00 PM - 10:00 PM\nHours updated 2 months ago', '1108 reviews', 'Hours updated 2 months ago', '', 'Menu', 'Most mentioned dishes', 'Location & Hours', '171 Spring St\nNew York, NY 10012\nThompson St & Broadway\nSouth Village\nGet directions', '171 Spring St\nNew York, NY 10012\nThompson St & Broadway\nSouth Village', 'Mon\n12:00 PM - 10:00 PM\nTue\n12:00 PM - 10:00 PM\nWed\n12:00 PM - 10:00 PM\nClosed now\nThu\n12:00 PM - 10:00 PM\nFri\n12:00 PM - 10:00 PM\nSat\n12:00 PM - 10:00 PM\nSun\n12:00 PM - 10:00 PM\nEdit business info', 'Amenities and More', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Vegan Options', 'About the Business', 'COVID-19 updates', 'Ask the Community', 'Are they still doing the bottomless brunch on weekends?', 'No answers yet. Answer this question', 'Can you order the brunch paella separately, without ordering the brunch feast?', 'Yes!\nSimone W.  2 years ago\nView question details', 'boqueriarestaurant.com', '(212) 343-4255', 'Get Directions\n171 Spring St New York, NY 10012', '', 'Things to do in New York', 'Bara Near Me', 'Tapas Near Me', 'Tapas Restaurants Near Me', 'Tapas/Small Plates Near Me', 'Restaurants', 'Nightlife', 'Shopping', 'Show all', 'Boqueria Dc New York', 'Happy Hour New York', 'Spanish Food New York', 'Search for Reservations', 'Book a Table in New York', 'Find more Spanish Restaurants near Boqueria Soho', 'Find more Tapas Bars near Boqueria Soho', 'Find more Tapas/Small Plates near Boqueria Soho', 'Frequently Asked Questions about Boqueria Soho']",['Patatas Bravas\n49 Photos 147 Reviews\nBacon Wrapped Dates\n7 Photos 86 Reviews\nPan Con Tomate\n22 Photos 63 Reviews\nFried Quail Eggs\n20 Photos 67 Reviews\nQuail Egg Toast\n19 Photos 67 Reviews\nLamb Skewers\n16 Photos 58 Reviews\nLamb Meatballs\n14 Photos 68 Reviews\nGambas Al Ajillo\n17 Photos 49 Reviews\nCroquetas Cremosas\n18 Photos 36 Reviews\nSeafood Paella\n14 Photos 40 Reviews'],,https://www.yelp.com/menu/boqueria-soho-new-york-2,12:00 PM - 10:00 PM
18,JeJu Noodle Bar,$$,687 reviews,4.5 star rating,"['JeJu Noodle Bar\n687 reviews\nClaimed\n$$ Korean, Noodles, Cocktail Bars\nEdit\nClosed5:00 PM - 10:00 PM', '687 reviews', '', 'Menu', 'Location & Hours', '679 Greenwich St\nNew York, NY 10014\nGreenwich Mews & Christopher St\nWest Village\nGet directions', '679 Greenwich St\nNew York, NY 10014\nGreenwich Mews & Christopher St\nWest Village', 'Mon\nClosed\nTue\nClosed\nWed\n5:00 PM - 10:00 PM\nClosed now\nThu\n5:00 PM - 10:00 PM\nFri\n5:00 PM - 10:00 PM\nSat\n5:00 PM - 10:00 PM\nSun\n5:00 PM - 10:00 PM\nEdit business info', 'Amenities and More', 'Takes Reservations', 'No Delivery', 'No Takeout', 'Proof of vaccination required', 'Ask the Community', 'Do they still have their prix fixe menu?', 'Just dined there and did not see anything Prix fixe on the menu, only appetizer and main course.\nSage B.  21 days ago\nView question details', 'Is outdoor seating still available? Thank you!', 'Outdoor seating was not available when we went in early September 2021.\nAlice O.  27 days ago\nView question details', 'jejunoodlebar.com', '(646) 666-0947', 'Get Directions\n679 Greenwich St New York, NY 10014', '', 'Frequently Asked Questions about JeJu Noodle Bar']",['Toro Ssam Bap\n144 Photos 170 Reviews\nChicken Wings\n106 Photos 140 Reviews\nGochu Ramyun\n127 Photos 126 Reviews\nFish Coop Ramyun\n34 Photos 53 Reviews\nFried Chicken\n31 Photos 70 Reviews\nPork Belly\n15 Photos 65 Reviews\nPrix Fixe\n16 Photos 49 Reviews\nVeal Broth Ramyun\n14 Photos 50 Reviews\nWagyu Ramyun\n34 Photos 33 Reviews\nSsam Buns\n27 Photos 35 Reviews'],https://qcg-media.s3.amazonaws.com/media/uploads/84442/2021/09/20210910_344918_Jejudinnernosquid.pdf,,5:00 PM - 10:00 PM
19,Benemon,$$,622 reviews,4.5 star rating,"['Benemon\n622 reviews\nClaimed\n$$ Japanese, Comfort Food, Tapas/Small Plates\nEdit\nClosed5:00 PM - 10:00 PM\nHours updated 2 months ago', '622 reviews', 'Hours updated 2 months ago', '', 'Menu', 'Location & Hours', '108 E 4th St\nNew York, NY 10003\n1st Ave & 12th St\nEast Village\nGet directions', '108 E 4th St\nNew York, NY 10003\n1st Ave & 12th St\nEast Village', 'Mon\nClosed\nTue\n5:00 PM - 10:00 PM\nWed\n5:00 PM - 10:00 PM\nClosed now\nThu\n5:00 PM - 10:00 PM\nFri\n5:00 PM - 11:00 PM\nSat\n5:00 PM - 11:00 PM\nSun\n5:00 PM - 10:00 PM\nEdit business info', 'Amenities and More', 'Offers Delivery', 'Offers Takeout', 'No Reservations', 'Masks required', 'COVID-19 updates', 'Ask the Community', ""They don't do takeout?"", ""Correct. The food should be eaten when ready, and won't hold long enough tot ale home. Besides, they make money on drinks.\nChris C.  3 years ago\nView question details"", 'Would the restaurant be able to accommodate group of 10-12?', ""The restaurant is quite small and holds a maximum of about 18 people at a time. They also don't take reservations. At the point of reserving for 10-12 people, you may need to just book the entire restaurant by going in person or calling to do so.… more\nKenneth Y.  4 years ago 3 people found this helpful\nView 1 more answer"", 'benemon.nyc', '(212) 614-3006', 'Get Directions\n108 E 4th St New York, NY 10003', '', 'Frequently Asked Questions about Benemon']",['Una Tama Don\n88 Photos 124 Reviews\nKara Age Fried Chicken\n37 Photos 76 Reviews\nTuna Tataki\n68 Photos 99 Reviews\nTsukimi Tori Don\n27 Photos 34 Reviews\nKatsu Don\n27 Photos 36 Reviews\nUnagi Don\n25 Photos 49 Reviews\nSalty Pork Belly\n29 Photos 32 Reviews\nPork Katsu Curry\n18 Photos 34 Reviews\nBeef Tataki\n20 Photos 30 Reviews\nBlack Miso Chicken\n15 Photos 24 Reviews'],http://benemon.nyc/s/Dinner-Menu.pdf,,5:00 PM - 10:00 PM
20,Malibu Farm,$$,202 reviews,4 star rating,"['Malibu Farm\n202 reviews\nClaimed\n$$ American (New), Venues & Event Spaces, Bars\nEdit\nClosed12:00 PM - 10:00 PM', '202 reviews', '', 'Menu', 'Most mentioned dishes', 'Location & Hours', '89 S St\nNew York, NY 10038\nSouth Street Seaport\nGet directions', '89 S St\nNew York, NY 10038\nSouth Street Seaport', 'Mon\n12:00 PM - 10:00 PM\nTue\n12:00 PM - 10:00 PM\nWed\n12:00 PM - 10:00 PM\nClosed now\nThu\n12:00 PM - 10:00 PM\nFri\n12:00 PM - 10:00 PM\nSat\n11:00 AM - 3:00 PM\n4:00 PM - 10:00 PM\nSun\n11:00 AM - 3:00 PM\n4:00 PM - 10:00 PM\nEdit business info', 'Amenities and More', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required', 'Ask the Community', 'Is this place good for kids?', ""I'm not sure how old your kids are and how they do at restaurants. Food is great and I am sure they can accommodate small children. Friendly staff. It was mostly business lunch crowd when I went their with my clients.\nJocelyn O.  2 years ago\nView 1 more answer"", 'malibufarm.nyc', '(212) 265-3030', 'Get Directions\n89 S St New York, NY 10038', '', 'Things to do in New York', 'Outdoor Dining New York', 'Pier 17 Restaurant New York', 'South Street Seaport Restaurant New York', 'Search for Reservations', 'Book a Table in New York', 'Holiday Parties', 'Private Parties', 'American Food Near Me', 'BYOB Restaurants Near Me', 'Bars Near Me', 'Great Restaurants Near Me', 'Frequently Asked Questions about Malibu Farm']",['$29.00\nFish Tacos\n4 Photos 15 Reviews\n$21.00\nAvocado Huarache\n7 Photos 6 Reviews\n$19.00\nFried Egg Sandwich\n9 Photos 8 Reviews\n$25.00\nCauliflower Crust Pizza\n11 Photos 5 Reviews\n$29.00\n21 Mile Peekytoe Crab Cake\n5 Photos 7 Reviews\n$27.00\nSpaghetti Squash Lasagna\n7 Photos 6 Reviews\n$21.00\nHot Skillet Brioche Coconut French Toast\n4 Photos 7 Reviews\n$28.00\nImpossible Burger\n2 Photos 4 Reviews\n$20.00\nFava Bean Hummus\n3 Photos 2 Reviews\n$25.00\nTofu Coconut Curry\n1 Photo 3 Reviews'],https://www.malibufarm.nyc/#menus,https://www.yelp.com/menu/malibu-farm-new-york-2,12:00 PM - 10:00 PM
21,The Wild Son,$$,539 reviews,4.5 star rating,"['The Wild Son\n539 reviews\nClaimed\n$$ American (New), Cocktail Bars, Breakfast & Brunch\nEdit\nClosed5:00 PM - 12:00 AM (Next day)', '539 reviews', '', 'Menu', 'Most mentioned dishes', 'Location & Hours', '132 First Ave\nNew York, NY 10009\nEast Village\nGet directions', '132 First Ave\nNew York, NY 10009\nEast Village', 'Mon\nClosed\nTue\n5:00 PM - 11:00 PM\nWed\n5:00 PM - 12:00 AM (Next day)\nClosed now\nThu\n5:00 PM - 12:00 AM (Next day)\nFri\n11:00 AM - 2:00 AM (Next day)\nSat\n11:00 AM - 2:00 AM (Next day)\nSun\n11:00 AM - 5:00 PM\nEdit business info', 'Amenities and More', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Vegan Options', 'About the Business', 'Ask the Community', 'What vegan options are available here?', 'No answers yet. Answer this question', 'Do they ID?', 'They did not card any patrons when I was there (brunch on a Saturday).\nPhylicia M.  2 years ago 1 person found this helpful\nView 1 more answer', 'thewildsonnyc.com', '(212) 727-7900', 'Get Directions\n132 First Ave New York, NY 10009', '', 'Things to do in New York', 'American Food Near Me', 'Breakfast Near Me', 'Lemonade Near Me', 'Pancakes Near Me', 'Bottomless Mimosa Brunch New York', 'Happy Hour New York', 'Vegan Brunch New York', 'Restaurants', 'Cafes', 'Food', 'Bars', 'Shopping', 'Hotels', 'Landmarks', 'Show all', 'Search for Reservations', 'Book a Table in New York', 'Find more American (New) Restaurants near The Wild Son', 'Find more Breakfast Brunch Spots near The Wild Son', 'Find more Cocktail Bars near The Wild Son', 'Frequently Asked Questions about The Wild Son']",['Peppers & Egg Sandwich\n8 Photos 20 Reviews\n$16.00\nBurrata\n9 Photos 22 Reviews\n$16.00\nCheeseburger\n8 Photos 7 Reviews'],http://thewildsonnyc.com/#menu-section,https://www.yelp.com/menu/the-wild-son-new-york,5:00 PM - 12:00 AM (Next day)
22,Time Out Market New York,$$,306 reviews,3.5 star rating,"['Time Out Market New York\n306 reviews\nClaimed\n$$ Food Court\nEdit\nClosed9:00 AM - 10:00 PM\nHours updated 3 months ago', '306 reviews', 'Hours updated 3 months ago', '', 'Location & Hours', '55 Water St\nBrooklyn, NY 11201\nDUMBO\nGet directions', '55 Water St\nBrooklyn, NY 11201\nDUMBO', 'Mon\n9:00 AM - 10:00 PM\nTue\n9:00 AM - 10:00 PM\nWed\n9:00 AM - 10:00 PM\nClosed now\nThu\n9:00 AM - 10:00 PM\nFri\n9:00 AM - 11:00 PM\nSat\n8:00 AM - 11:00 PM\nSun\n8:00 AM - 10:00 PM\nEdit business info', 'Amenities and More', 'Offers Takeout', 'No Reservations', 'No Delivery', 'Masks required', 'COVID-19 updates', 'Ask the Community', 'How can I get reservations for the terrace?', ""It's first come, first serve free for all seating. No reservations.\nJacklyn C.  2 years ago\nView question details"", ""What are good hours to visit on Saturday morning? We are thinking about Brunch and it's four of us. What would be a good time to get a good spot outside?"", 'Usually around 11 is a good time\nElizabeth M.  2 years ago\nView question details', 'timeoutmarket.com/newyork', '(917) 810-4855', 'Get Directions\n55 Water St Brooklyn, NY 11201', '', 'Frequently Asked Questions about Time Out Market New York']","[""Fish Cheeks Oysters\n4 Photos 16 Reviews\nClinton Street\n4 Photos 10 Reviews\nHoney Chicken Biscuit Sandwich\n6 Photos 6 Reviews\nFelice's Pasta\n9 Photos 8 Reviews\nChicken Karaage\n5 Photos 7 Reviews\nEast River\n1 Photo 6 Reviews\nFried Chicken Sandwich\n4 Photos 4 Reviews\nNashville Hot Chicken\n3 Photos 3 Reviews\nCrispy Rice Trio\n5 Photos 3 Reviews\nBuffalo Chicken Sandwich\n3 Photos 3 Reviews""]",http://benemon.nyc/s/Dinner-Menu.pdf,,9:00 AM - 10:00 PM
