Recipe,Amount,Unit,Ingredient
sesame-seeded-tofu-recipe,4.0,14.8,sesame seeds
sesame-seeded-tofu-recipe,0.5,14.8,extra virgin olive oil
ultimate-vegan-nachos-recipe,6.0,-1.0,big handfuls of baked tortilla chips
ultimate-vegan-nachos-recipe,1.0,-1.0,can black beans
ultimate-vegan-nachos-recipe,1.0,236.6,sweet potato vegan nacho cheese
ultimate-vegan-nachos-recipe,1.0,-1.0,ripe avocado
ultimate-vegan-nachos-recipe,0.0,-1.0,roasted broccoli guacamole cilantro hemp seeds pickled serrano chiles*
ultimate-vegan-nachos-recipe,2.0,14.8,extra virgin olive oil
ultimate-vegan-nachos-recipe,1.0,-1.0,medium onion
ultimate-vegan-nachos-recipe,2.0,-1.0,garlic
ultimate-vegan-nachos-recipe,0.5,14.8,fine grain sea salt
ultimate-vegan-nachos-recipe,1.0,14.8,sweet paprika
ultimate-vegan-nachos-recipe,1.0,14.8,garlic powder
ultimate-vegan-nachos-recipe,1.0,-1.0,chipotle pepper in adobo sauce
ultimate-vegan-nachos-recipe,1.0,236.6,grated orange-fleshed sweet potato
ultimate-vegan-nachos-recipe,1.0,236.6,cashews
ultimate-vegan-nachos-recipe,1.0,236.6,water
ultimate-vegan-nachos-recipe,2.0,14.8,fresh lemon juice
vegetarian-paella,3.0,14.8,extra virgin olive oil
vegetarian-paella,2.0,-1.0,spring carrots
vegetarian-paella,1.0,-1.0,bunch of scallions or spring onions
vegetarian-paella,3.0,-1.0,garlic cloves
vegetarian-paella,2.0,236.6,short-grain paella rice
vegetarian-paella,1.0,236.6,sofrito
vegetarian-paella,1.5,14.8,smoked paprika
vegetarian-paella,0.5,14.8,saffron threads
vegetarian-paella,3.0,236.6,peas cherry tomatoes summer squash baby artichokes (trimmed and quartered) baby radish
vegetarian-paella,5.0,236.6,hot vegetable stock
best-pizza-dough-ever,4.5,236.6,(20.25 ounces) unbleached high-gluten
best-pizza-dough-ever,1.75,-1.0,(.44 ounce) teaspoons salt
best-pizza-dough-ever,1.0,14.8,(.11 ounce) instant yeast
best-pizza-dough-ever,1.75,236.6,(14 ounces) water
best-pizza-dough-ever,0.0,-1.0,Semolina flour OR cornmeal for dusting
rainbow-noodle-salad-recipe,2.0,-1.0,medium cloves garlic
rainbow-noodle-salad-recipe,0.3,236.6,sunflower oil
rainbow-noodle-salad-recipe,0.0,-1.0,a few drops of toasted sesame oil
rainbow-noodle-salad-recipe,0.3,236.6,fresh lime juice
rainbow-noodle-salad-recipe,0.0,-1.0,sweetener to taste
rainbow-noodle-salad-recipe,2.0,14.8,sriracha sauce
rainbow-noodle-salad-recipe,12.0,28.4,firm tofu
rainbow-noodle-salad-recipe,0.0,-1.0,toasted sesame oil
rainbow-noodle-salad-recipe,0.0,-1.0,fine grain sea salt
rainbow-noodle-salad-recipe,8.0,28.4,fresh udon noodles
rainbow-noodle-salad-recipe,1.0,14.8,toasted sesame oil
rainbow-noodle-salad-recipe,0.6,236.6,sliced scallions / green onion
rainbow-noodle-salad-recipe,2.0,236.6,cilantro leaves and stems
rainbow-noodle-salad-recipe,0.0,-1.0,a big handful of shredded basil
rainbow-noodle-salad-recipe,1.5,236.6,very finely shredded cabbage
rainbow-noodle-salad-recipe,1.0,236.6,chopped pineapple (or mango
rainbow-noodle-salad-recipe,0.3,236.6,toasted unsweetened coconut
rainbow-noodle-salad-recipe,0.5,236.6,salted (organic) peanuts
rainbow-noodle-salad-recipe,3.0,14.8,pickled sushi ginger
rainbow-noodle-salad-recipe,0.6,236.6,grated carrots
rainbow-noodle-salad-recipe,1.0,-1.0,medium avocado
rainbow-noodle-salad-recipe,3.0,14.8,hemp seeds
shepherds-pie-recipe,1.5,453.6,potatoes or sweet potatoes
shepherds-pie-recipe,0.6,236.6,full-fat coconut milk
shepherds-pie-recipe,0.0,-1.0,fine grain sea salt
shepherds-pie-recipe,1.0,14.8,coconut oil
shepherds-pie-recipe,1.0,-1.0,medium onion
shepherds-pie-recipe,4.0,-1.0,garlic
shepherds-pie-recipe,8.0,28.4,mushrooms
shepherds-pie-recipe,1.0,236.6,crushed tomatoes
shepherds-pie-recipe,2.0,14.8,garam masala
shepherds-pie-recipe,2.0,236.6,cooked yellow or green split peas
shepherds-pie-recipe,1.0,236.6,peas (fresh or frozen)
beer-roasted-cauliflower,12.0,28.4,beer
beer-roasted-cauliflower,3.0,-1.0,garlic
beer-roasted-cauliflower,3.0,14.8,extra virgin olive oil
beer-roasted-cauliflower,1.0,14.8,fine grain sea salt
beer-roasted-cauliflower,1.0,14.8,red chile flakes
beer-roasted-cauliflower,10.0,236.6,of water
beer-roasted-cauliflower,2.0,14.8,fresh lemon juice
beer-roasted-cauliflower,1.0,-1.0,medium-large head of cauliflower
beer-roasted-cauliflower,12.0,28.4,favorite short pasta or ravioli
panglazed-tempeh-recipe,1.0,236.6,freshly squeezed orange juice (3-4 large juicy oranges)
panglazed-tempeh-recipe,1.0,14.8,freshly grated ginger
panglazed-tempeh-recipe,2.0,14.8,tamari (or soy sauce)
panglazed-tempeh-recipe,1.5,14.8,mirin
panglazed-tempeh-recipe,2.0,14.8,maple syrup
panglazed-tempeh-recipe,0.5,14.8,ground coriander
panglazed-tempeh-recipe,2.0,-1.0,small garlic cloves
panglazed-tempeh-recipe,0.0,-1.0,roughly 10 ounces of tempeh (or extra-firm tofu)
panglazed-tempeh-recipe,2.0,14.8,coconut oil
panglazed-tempeh-recipe,0.5,-1.0,lime
panglazed-tempeh-recipe,0.0,-1.0,a handful of cilantro (coriander) leaves
weeknight-ponzu-pasta,8.0,28.4,extra firm tofu
weeknight-ponzu-pasta,8.0,28.4,small pasta
weeknight-ponzu-pasta,6.0,14.8,ponzu sauce
weeknight-ponzu-pasta,3.0,-1.0,garlic cloves
weeknight-ponzu-pasta,0.0,-1.0,scant 1/2 teaspoon chile flakes
weeknight-ponzu-pasta,0.25,14.8,toasted sesame oil
weeknight-ponzu-pasta,8.0,28.4,green beans
weeknight-ponzu-pasta,8.0,28.4,broccoli florets
weeknight-ponzu-pasta,0.0,-1.0,a small bunch of cilantro (or basil)
instant-pot-mushroom-stroganoff,1.0,14.8,caraway seeds
instant-pot-mushroom-stroganoff,0.3,236.6,vodka
instant-pot-mushroom-stroganoff,1.0,14.8,extra virgin olive oil
instant-pot-mushroom-stroganoff,1.0,-1.0,medium yellow onion
instant-pot-mushroom-stroganoff,3.0,-1.0,garlic cloves
instant-pot-mushroom-stroganoff,1.0,453.6,brown mushrooms
instant-pot-mushroom-stroganoff,2.0,14.8,tomato paste
instant-pot-mushroom-stroganoff,1.0,14.8,flour
instant-pot-mushroom-stroganoff,2.0,14.8,Dijon mustard
instant-pot-mushroom-stroganoff,0.75,14.8,fine grain sea salt
instant-pot-mushroom-stroganoff,0.25,14.8,freshly ground pepper
instant-pot-mushroom-stroganoff,1.75,236.6,mushroom broth (or vegetable broth)
instant-pot-mushroom-stroganoff,2.0,236.6,dried pasta (see headnotes)
instant-pot-mushroom-stroganoff,0.5,236.6,homemade cashew cream*
instant-pot-mushroom-stroganoff,0.0,-1.0,lots of dill
quick-vegan-enchiladas,1.0,14.8,extra virgin olive oil
quick-vegan-enchiladas,15.0,28.4,can sweet potato puree
quick-vegan-enchiladas,0.5,14.8,turmeric powder
quick-vegan-enchiladas,2.0,-1.0,medium cloves garlic
quick-vegan-enchiladas,1.0,14.8,taco seasoning
quick-vegan-enchiladas,0.75,14.8,fine grain sea salt
quick-vegan-enchiladas,1.0,-1.0,lemon
quick-vegan-enchiladas,8.0,-1.0,corn tortillas (6-inch)
quick-vegan-enchiladas,15.0,28.4,can black beans
quick-vegan-enchiladas,0.3,236.6,chopped black olives
quick-vegan-enchiladas,0.3,236.6,tahini
quick-vegan-enchiladas,0.5,236.6,sliced almonds
quick-vegan-enchiladas,1.5,236.6,chopped cilantro leaves
white-bean-soup-with-pesto-herb-dumplings,1.0,-1.0,large onion
white-bean-soup-with-pesto-herb-dumplings,2.0,-1.0,carrots
white-bean-soup-with-pesto-herb-dumplings,3.0,14.8,extra-virgin olive oil
white-bean-soup-with-pesto-herb-dumplings,0.5,236.6,whole wheat pastry flour
white-bean-soup-with-pesto-herb-dumplings,5.0,236.6,of water or vegetable broth
white-bean-soup-with-pesto-herb-dumplings,1.0,14.8,fine grain sea salt
white-bean-soup-with-pesto-herb-dumplings,14.0,28.4,can cannellini beans
white-bean-soup-with-pesto-herb-dumplings,1.0,236.6,almond milk (or whatever milk you like)
white-bean-soup-with-pesto-herb-dumplings,1.0,-1.0,egg
white-bean-soup-with-pesto-herb-dumplings,2.0,14.8,pesto
white-bean-soup-with-pesto-herb-dumplings,1.0,236.6,scallions basil lemongrass etc.) plus more for serving
white-bean-soup-with-pesto-herb-dumplings,1.5,236.6,whole wheat pastry flour
white-bean-soup-with-pesto-herb-dumplings,2.0,14.8,baking powder
white-bean-soup-with-pesto-herb-dumplings,0.5,14.8,fine grain sea salt
instant-pot-chickpea-cauliflower-korma,2.0,236.6,Indian-spiced simmer sauce
instant-pot-chickpea-cauliflower-korma,1.0,-1.0,large head of cauliflower
instant-pot-chickpea-cauliflower-korma,14.0,28.4,can chickpeas
instant-pot-chickpea-cauliflower-korma,14.0,28.4,can of diced tomatoes
instant-pot-chickpea-cauliflower-korma,1.0,-1.0,small onion
instant-pot-chickpea-cauliflower-korma,4.0,-1.0,garlic cloves
instant-pot-chickpea-cauliflower-korma,0.0,-1.0,One 1-inch piece of ginger
instant-pot-chickpea-cauliflower-korma,1.0,236.6,chopped cilantro
instant-pot-chickpea-cauliflower-korma,0.0,-1.0,a squeeze of lemon salted-smashed garlic yogurt lemon zest fresh herbs (cilantro dill etc.)
winter-green-miso-paste,0.5,236.6,organic miso
winter-green-miso-paste,0.6,236.6,extra-virgin olive oil
winter-green-miso-paste,4.0,-1.0,medium cloves of garlic
winter-green-miso-paste,2.0,14.8,fresh rosemary
winter-green-miso-paste,2.0,-1.0,bunches of cilantro
winter-green-miso-paste,16.0,-1.0,scallions
winter-green-miso-paste,2.0,-1.0,segment of ginger
instant-pot-minestrone-soup-recipe,2.0,14.8,extra virgin olive oil
instant-pot-minestrone-soup-recipe,1.0,-1.0,medium onion
instant-pot-minestrone-soup-recipe,3.0,-1.0,carrots
instant-pot-minestrone-soup-recipe,3.0,-1.0,celery stalks
instant-pot-minestrone-soup-recipe,2.0,-1.0,medium cloves garlic
instant-pot-minestrone-soup-recipe,1.0,14.8,crushed red chile flakes
instant-pot-minestrone-soup-recipe,1.5,236.6,dried cannellini beans
instant-pot-minestrone-soup-recipe,5.0,-1.0,medium waxy potatoes
instant-pot-minestrone-soup-recipe,3.0,-1.0,chunk of Parmesan rind
instant-pot-minestrone-soup-recipe,8.0,236.6,of water
instant-pot-minestrone-soup-recipe,1.0,-1.0,medium bunch kale or chard
instant-pot-minestrone-soup-recipe,1.25,236.6,crushed tomatoes
instant-pot-minestrone-soup-recipe,1.0,14.8,fine grain sea salt
instant-pot-minestrone-soup-recipe,0.0,-1.0,chopped black olives
california-tom-yum-soup,8.0,236.6,of water
california-tom-yum-soup,2.0,-1.0,large roma tomato (cut in 1/6ths)
california-tom-yum-soup,2.0,-1.0,dried guajillo chile peppers
california-tom-yum-soup,1.5,14.8,palm
california-tom-yum-soup,1.0,-1.0,quantity of Tom Yum Paste* (see below)
california-tom-yum-soup,12.0,28.4,mixed mushrooms (nameko
california-tom-yum-soup,0.0,-1.0,splash of shoyu or soy sauce
california-tom-yum-soup,0.3,236.6,fresh lime juice
california-tom-yum-soup,0.25,236.6,chopped cilantro in each bowl
california-tom-yum-soup,4.0,-1.0,medium shallots
california-tom-yum-soup,3.0,-1.0,stalks of lemongrass
california-tom-yum-soup,2.0,-1.0,serrano chile peppers
california-tom-yum-soup,2.0,-1.0,ginger
california-tom-yum-soup,4.0,-1.0,makrut lime leaves (or 3 makrut lime + 2 Meyer lemon)
california-tom-yum-soup,0.5,14.8,fine grain sea salt
spicy-tahini-noodles,1.0,453.6,of mixed vegetables
spicy-tahini-noodles,1.0,14.8,olive oil
spicy-tahini-noodles,0.0,-1.0,salt and pepper
spicy-tahini-noodles,0.25,236.6,tahini
spicy-tahini-noodles,0.0,-1.0,one lemon
spicy-tahini-noodles,8.0,28.4,dried whole wheat fettuccini
spicy-tahini-noodles,0.0,-1.0,sesame chile sauce*
spicy-tahini-noodles,0.0,-1.0,sesame seeds
slow-cooker-miso-corn-chowder,2.0,14.8,ghee (or clarified butter
slow-cooker-miso-corn-chowder,1.0,-1.0,yellow onion
slow-cooker-miso-corn-chowder,0.0,-1.0,salt and freshly ground pepper
slow-cooker-miso-corn-chowder,1.0,453.6,corn kernels
slow-cooker-miso-corn-chowder,4.0,-1.0,medium russet potatoes
slow-cooker-miso-corn-chowder,1.0,236.6,dried yellow split peas
slow-cooker-miso-corn-chowder,7.0,236.6,water or vegetable stock
slow-cooker-miso-corn-chowder,0.25,236.6,miso paste
quick-blistered-cherry-tomato-spaghetti,8.0,28.3,dried spaghetti (or 12 oz fresh pasta)
quick-blistered-cherry-tomato-spaghetti,3.0,14.8,extra virgin olive oil
quick-blistered-cherry-tomato-spaghetti,4.0,-1.0,garlic
quick-blistered-cherry-tomato-spaghetti,1.0,-1.0,basket of cherry tomatoes
quick-blistered-cherry-tomato-spaghetti,3.0,236.6,broccoli (or broccolini) florets
quick-blistered-cherry-tomato-spaghetti,0.25,14.8,fine grain sea salt
quick-blistered-cherry-tomato-spaghetti,0.3,236.6,chopped mint leaves
quick-blistered-cherry-tomato-spaghetti,0.5,236.6,toasted cashews
quick-blistered-cherry-tomato-spaghetti,0.0,-1.0,Parmesan cheese
quick-blistered-cherry-tomato-spaghetti,0.0,-1.0,Shichimi togarashi (or chile flakes)
quick-blistered-cherry-tomato-spaghetti,0.0,-1.0,Lots of lemon zest
saag-paneer-recipe,1.5,453.6,fresh (baby) spinach
saag-paneer-recipe,2.0,14.8,ghee
saag-paneer-recipe,12.0,28.3,paneer cheese
saag-paneer-recipe,2.0,-1.0,medium onions
saag-paneer-recipe,0.0,-1.0,scant 1/2 teaspoon fine grain sea salt
saag-paneer-recipe,3.0,-1.0,medium garlic cloves
saag-paneer-recipe,1.0,14.8,grated fresh ginger
saag-paneer-recipe,1.0,14.8,spice mixture* (see below)
saag-paneer-recipe,0.25,14.8,turmeric
saag-paneer-recipe,1.0,236.6,buttermilk
saag-paneer-recipe,0.0,-1.0,fresh lemon to finish
easy-tomato-pasta-salad,0.25,453.6,kale
easy-tomato-pasta-salad,8.0,28.4,dried whole-grain short pasta
easy-tomato-pasta-salad,1.0,14.8,whole caraway seeds
easy-tomato-pasta-salad,3.0,-1.0,garlic cloves
easy-tomato-pasta-salad,0.25,14.8,fine grain sea salt
easy-tomato-pasta-salad,2.0,14.8,harissa paste
easy-tomato-pasta-salad,0.3,236.6,fresh lemon juice
easy-tomato-pasta-salad,0.3,236.6,water or almond milk
easy-tomato-pasta-salad,3.0,14.8,nutritional yeast
easy-tomato-pasta-salad,2.0,453.6,of tomatoes
easy-tomato-pasta-salad,0.0,-1.0,lots of fresh basil
watermelon-poke-recipe,0.0,-1.0,Grated zest of 1 lemon
watermelon-poke-recipe,0.0,-1.0,Fresh ginger
watermelon-poke-recipe,1.0,14.8,honey
watermelon-poke-recipe,0.75,14.8,cayenne
watermelon-poke-recipe,0.75,14.8,fine-grain sea salt
watermelon-poke-recipe,1.0,14.8,freshly squeezed lemon juice
watermelon-poke-recipe,0.25,236.6,unseasoned (brown) rice vinegar
watermelon-poke-recipe,0.3,236.6,soy sauce (low-sodium is ok)
watermelon-poke-recipe,2.0,14.8,extra-virgin olive oil
watermelon-poke-recipe,2.0,14.8,toasted sesame oil
watermelon-poke-recipe,3.0,453.6,seedless watermelon (small melon)
taco-salad,2.0,14.8,extra virgin coconut or olive oil
taco-salad,8.0,28.4,tempeh
taco-salad,1.0,14.8,taco seasoning
taco-salad,0.3,236.6,ketchup
taco-salad,0.5,236.6,apple cider vinegar
taco-salad,2.0,14.8,coconut nectar
taco-salad,0.25,14.8,salt
taco-salad,1.5,14.8,smoked paprika
taco-salad,1.0,14.8,onion powder
taco-salad,0.3,236.6,organic sunflower oil
taco-salad,14.0,28.4,can black beans
taco-salad,15.0,-1.0,black olives
taco-salad,0.5,236.6,sliced green onions
taco-salad,2.0,-1.0,medium heads of romaine lettuce
taco-salad,1.0,236.6,cilantro
taco-salad,2.0,236.6,tortilla chips
taco-salad,1.0,-1.0,avocado
spicy-instant-pot-taco-soup-recipe,2.0,14.8,extra-virgin olive oil
spicy-instant-pot-taco-soup-recipe,1.0,-1.0,large onion
spicy-instant-pot-taco-soup-recipe,3.0,-1.0,garlic
spicy-instant-pot-taco-soup-recipe,3.0,14.8,taco seasoning
spicy-instant-pot-taco-soup-recipe,0.5,236.6,quinoa
spicy-instant-pot-taco-soup-recipe,4.0,236.6,water
spicy-instant-pot-taco-soup-recipe,0.25,14.8,salt
spicy-instant-pot-taco-soup-recipe,14.0,28.4,cans pinto beans
spicy-instant-pot-taco-soup-recipe,1.5,236.6,corn
spicy-instant-pot-taco-soup-recipe,14.0,28.4,can crushed tomatoes
spicy-instant-pot-taco-soup-recipe,1.0,236.6,favorite
spicy-instant-pot-taco-soup-recipe,0.0,-1.0,toasted pepitas or almonds
good-chana-masala-recipe,1.0,14.8,olive or sunflower oil
good-chana-masala-recipe,2.0,-1.0,medium onions
good-chana-masala-recipe,1.0,-1.0,piece of ginger
good-chana-masala-recipe,4.0,-1.0,garlic
good-chana-masala-recipe,1.0,-1.0,small serrano chile
good-chana-masala-recipe,2.0,14.8,garam masala
good-chana-masala-recipe,1.0,14.8,turmeric powder
good-chana-masala-recipe,0.25,14.8,cayenne pepper
good-chana-masala-recipe,1.0,14.8,ground coriander
good-chana-masala-recipe,2.0,14.8,ground cumin
good-chana-masala-recipe,0.75,14.8,fine grain salt
good-chana-masala-recipe,2.0,-1.0,medium tomatoes
good-chana-masala-recipe,1.5,236.6,water
good-chana-masala-recipe,2.0,397.0,cans chickpeas
good-chana-masala-recipe,1.0,-1.0,generous tablespoon chana masala powder (I use this one)
good-chana-masala-recipe,0.0,-1.0,lemon or lime
instant-pot-congee-recipe,1.0,236.6,brown jasmine rice
instant-pot-congee-recipe,0.5,236.6,white jasmine rice
instant-pot-congee-recipe,9.0,236.6,water or mushroom broth
instant-pot-congee-recipe,1.0,14.8,fine grain sea salt
instant-pot-congee-recipe,1.25,14.8,ground turmeric
instant-pot-congee-recipe,0.0,-1.0,flash sautéed bok choy pickled shaved mushrooms* soy sauce a spicy chile oil or sriracha sprouts or micro greens a few rogue chickpeas
instant-pot-plov-recipe,3.0,14.8,extra virgin olive oil
instant-pot-plov-recipe,2.0,-1.0,medium yellow onions
instant-pot-plov-recipe,1.0,14.8,red chile flakes
instant-pot-plov-recipe,14.0,28.4,can of chickpeas
instant-pot-plov-recipe,3.0,-1.0,garlic cloves
instant-pot-plov-recipe,0.3,236.6,black olives
instant-pot-plov-recipe,2.0,236.6,boiling water with 1/2 teaspoon salt added
instant-pot-plov-recipe,6.0,28.4,kale or spinach
instant-pot-plov-recipe,0.0,-1.0,a couple handfuls chopped herbs (cilantro
instant-pot-plov-recipe,1.5,236.6,brown basmati rice
instant-pot-chili-mac-recipe,3.5,236.6,of favorite chili (or two 14-ounce cans)
instant-pot-chili-mac-recipe,12.0,28.4,beer
instant-pot-chili-mac-recipe,0.5,236.6,/ 4 ounces water
instant-pot-chili-mac-recipe,2.0,236.6,of dried elbow pasta
instant-pot-chili-mac-recipe,0.0,-1.0,a generous splash of cashew or coconut milk
instant-pot-brown-rice-bowl,2.0,236.6,water
instant-pot-brown-rice-bowl,2.0,14.8,of a favorite curry paste
instant-pot-brown-rice-bowl,0.5,14.8,fine grain sea salt
instant-pot-brown-rice-bowl,1.5,236.6,brown basmati rice
instant-pot-brown-rice-bowl,1.0,236.6,chickpeas
instant-pot-fiasco-beans-recipe,1.0,453.6,/ 433 g dried borlotti (cranberry) or cannellini beans
instant-pot-fiasco-beans-recipe,6.0,236.6,/ 1.5 L water
instant-pot-fiasco-beans-recipe,0.25,236.6,olive oil
instant-pot-fiasco-beans-recipe,5.0,-1.0,medium cloves garlic
instant-pot-fiasco-beans-recipe,5.0,-1.0,medium sage leaves
instant-pot-fiasco-beans-recipe,0.5,14.8,crushed red pepper flakes
instant-pot-fiasco-beans-recipe,0.0,-1.0,scant 1 teaspoon fine grain sea salt
instant-pot-fiasco-beans-recipe,5.0,-1.0,big handfuls of kale
instant-pot-fiasco-beans-recipe,0.0,-1.0,herbs
simple-carrot-soup,2.0,14.8,unsalted butter or extra-virgin coconut oil
simple-carrot-soup,1.0,-1.0,onion
simple-carrot-soup,0.0,-1.0,scant 1 tablespoon red curry paste
simple-carrot-soup,2.0,453.6,carrots
simple-carrot-soup,14.0,28.4,can full-fat coconut milk
simple-carrot-soup,1.5,14.8,sea salt
simple-carrot-soup,1.5,236.6,/ 360 ml of water
simple-carrot-soup,1.0,-1.0,lemon or lime
simple-carrot-soup,0.0,-1.0,micro greens / cilantro
thai-zucchini-soup,2.0,14.8,coconut oil oil or clarified butter
thai-zucchini-soup,1.0,236.6,sliced shallots (or onion)
thai-zucchini-soup,2.0,14.8,green curry paste
thai-zucchini-soup,1.0,-1.0,can coconut milk (full fat)
thai-zucchini-soup,6.0,-1.0,medium zucchini
thai-zucchini-soup,1.0,236.6,water
thai-zucchini-soup,0.0,-1.0,juice of one lime
thai-zucchini-soup,0.0,-1.0,cooked brown rice (or other grain)
dark-and-stormy-recipe,2.0,28.4,Gosling's Black Seal rum
dark-and-stormy-recipe,1.0,-1.0,lime
dark-and-stormy-recipe,4.0,28.4,strong ginger or ginger-cayenne kombucha
iced-green-tea,2.0,14.8,good quality loose leaf green tea
iced-green-tea,4.0,236.6,filtered water
yellow-tomato-bloody-mary,3.0,-1.0,medium yellow heirloom tomatoes
yellow-tomato-bloody-mary,1.5,14.8,fresh lemon juice
yellow-tomato-bloody-mary,1.0,14.8,champagne vinegar
yellow-tomato-bloody-mary,0.25,14.8,celery salt
yellow-tomato-bloody-mary,0.5,14.8,dried oregano
yellow-tomato-bloody-mary,0.25,14.8,finely minced serrano
yellow-tomato-bloody-mary,0.5,14.8,finely minced shallots
yellow-tomato-bloody-mary,3.0,28.4,vodka
instant-pot-dynamite-cold-tonic,6.0,236.6,water
instant-pot-dynamite-cold-tonic,3.0,14.8,honey
instant-pot-dynamite-cold-tonic,2.0,-1.0,cinnamon sticks
instant-pot-dynamite-cold-tonic,1.0,14.8,dried turmeric
instant-pot-dynamite-cold-tonic,3.0,-1.0,dried arbol chiles
instant-pot-dynamite-cold-tonic,3.0,-1.0,knob of fresh ginger
rhubarb-rosewater-syrup-recipe,4.0,-1.0,large / 500 g / 1 pound rhubarb stalks
rhubarb-rosewater-syrup-recipe,2.0,236.6,/ 400 g granulated sugar
rhubarb-rosewater-syrup-recipe,2.0,236.6,/ 475 ml water
rhubarb-rosewater-syrup-recipe,3.0,14.8,freshly squeezed lime juice
rhubarb-rosewater-syrup-recipe,0.0,-1.0,scant 2 teaspoons rosewater
turmeric-tea,0.3,236.6,/ 80 ml good
turmeric-tea,2.5,14.8,dried turmeric
turmeric-tea,0.0,-1.0,lemon
turmeric-tea,0.0,-1.0,lots of freshly ground black pepper
toasted-coconut-milk,1.5,236.6,toasted coconut
toasted-coconut-milk,4.0,236.6,water
toasted-coconut-milk,0.0,-1.0,fine grain sea or Himalayan salt
blood-orange-gin-sparkler,2.0,236.6,/ 480 ml water
blood-orange-gin-sparkler,1.0,236.6,/ 6.5 oz / 185 g sugar
blood-orange-gin-sparkler,4.0,14.8,(~2 sprigs-worth) fresh rosemary leaves
blood-orange-gin-sparkler,0.0,-1.0,blood oranges
blood-orange-gin-sparkler,0.0,-1.0,gin
blood-orange-gin-sparkler,0.0,-1.0,ice cubes
blood-orange-gin-sparkler,0.0,-1.0,tonic water (or sparkling water)
green-juice-recipe,3.0,-1.0,kale leaves
green-juice-recipe,0.0,-1.0,large handful of spinach
green-juice-recipe,1.0,-1.0,head romaine
green-juice-recipe,2.0,-1.0,celery stalks
green-juice-recipe,1.0,-1.0,small bunch of parsley
green-juice-recipe,0.5,-1.0,lemon
green-juice-recipe,0.5,-1.0,lime
green-juice-recipe,2.0,-1.0,cube of peeled ginger
green-juice-recipe,2.0,-1.0,small cucumbers
pineapple-coconut-water,0.75,236.6,/ 180 ml fresh pineapple juice
pineapple-coconut-water,0.5,236.6,/ 120 ml pure coconut water
pineapple-coconut-water,0.5,14.8,pure ginger juice
pineapple-coconut-water,1.0,14.8,runny honey
pineapple-coconut-water,1.0,-1.0,lime
calamansi-beer-cooler,1.0,-1.0,can of calamansi juice cooler (I use the one from Trader Joe's)
calamansi-beer-cooler,1.0,-1.0,IPA beer
calamansi-beer-cooler,0.0,-1.0,lots of ice
homemade-strawberry-almond-milk,1.0,236.6,raw almonds
homemade-strawberry-almond-milk,0.0,-1.0,filtered water
homemade-strawberry-almond-milk,0.0,-1.0,maple syrup
homemade-strawberry-almond-milk,0.0,-1.0,generous pinch of sea salt
homemade-strawberry-almond-milk,15.0,-1.0,ripe strawberries
homemade-strawberry-almond-milk,0.5,14.8,almond or vanilla extract
perfect-mashed-potatoes,3.0,453.6,potatoes
perfect-mashed-potatoes,8.0,14.8,unsalted butter
perfect-mashed-potatoes,3.0,-1.0,medium garlic cloves minced
perfect-mashed-potatoes,1.0,14.8,dried coriander
perfect-mashed-potatoes,0.3,236.6,toasted sliced almonds
perfect-mashed-potatoes,1.0,14.8,toasted sesame seeds
perfect-mashed-potatoes,2.0,14.8,dried oregano
perfect-mashed-potatoes,1.0,236.6,whole milk
perfect-mashed-potatoes,1.5,14.8,sea salt
sourdough-galette-with-delicata-squash,2.0,-1.0,garlic cloves
sourdough-galette-with-delicata-squash,150.0,1.0,Greek Yogurt
sourdough-galette-with-delicata-squash,2.0,14.8,minced jalapeño or serrano chile
sourdough-galette-with-delicata-squash,45.0,1.0,walnuts
sourdough-galette-with-delicata-squash,30.0,1.0,rye flour
sourdough-galette-with-delicata-squash,80.0,1.0,unbleached all-purpose flour
sourdough-galette-with-delicata-squash,10.0,1.0,granulated sugar
sourdough-galette-with-delicata-squash,0.5,14.8,fine grain sea salt
sourdough-galette-with-delicata-squash,75.0,1.0,unsalted butter
sourdough-galette-with-delicata-squash,50.0,1.0,100% hydration sourdough starter*
sourdough-galette-with-delicata-squash,20.0,1.0,gin
sourdough-galette-with-delicata-squash,2.0,-1.0,medium delicata squash
sourdough-galette-with-delicata-squash,2.0,-1.0,medium shallots
sourdough-galette-with-delicata-squash,0.0,-1.0,extra virgin olive oil
sourdough-galette-with-delicata-squash,4.0,28.4,/ 115g mozzarella
sourdough-galette-with-delicata-squash,0.0,-1.0,salt
sourdough-galette-with-delicata-squash,1.0,-1.0,bunch scallions
sourdough-galette-with-delicata-squash,1.0,-1.0,egg yolk
golden-crusted-brussels-sprouts,1.0,453.6,of small brussels sprouts
golden-crusted-brussels-sprouts,2.0,14.8,extra-virgin olive oil
golden-crusted-brussels-sprouts,0.0,-1.0,fine-grain sea salt and freshly ground black pepper
golden-crusted-brussels-sprouts,0.25,236.6,grated cheese or chopped nuts - your choice!
toasted-pumpkin-seeds,1.5,236.6,pumpkin seeds
toasted-pumpkin-seeds,2.0,14.8,olive oil
toasted-pumpkin-seeds,0.0,-1.0,fine grain sea salt
best-lasagna,1.0,453.6,fresh egg pasta sheets
best-lasagna,0.0,-1.0,butter to prep baking dish
best-lasagna,3.0,14.8,extra-virgin olive oil
best-lasagna,1.0,14.8,fine grain sea salt
best-lasagna,1.0,14.8,crushed red pepper flakes
best-lasagna,1.0,-1.0,garlic
best-lasagna,1.0,793.8,can crushed organic tomatoes
