,Year,Month,State,Genus Species,Serotype or Genotype,Etiology Status,Location of Preparation,Illnesses,Hospitalizations,Deaths,Food Vehicle,Contaminated Ingredient,Class,Type,Group,Food,Allergy
14483,2005.0,12.0,Connecticut,Norovirus Genogroup II,unknown,Confirmed,Banquet Facility (food prepared and served on-site),23.0,1.0,0.0,"steak, prime rib",,,,,,
14484,2004.0,3.0,Virginia,Norovirus unknown,,Confirmed,Private home/residence,11.0,,,,,,,,,
14485,2004.0,4.0,Virginia,Norovirus unknown,,Suspected,Caterer (food prepared off-site from where served),8.0,0.0,0.0,pasta salad,,,,,,
14486,2004.0,8.0,Virginia,Norovirus unknown,,Confirmed,Private home/residence,20.0,,,,,,,,,
14487,2004.0,11.0,Virginia,Clostridium perfringens,,Confirmed,Other (describe in remarks),13.0,,,"cake, unspecified",,,,,,
14488,2004.0,12.0,Virginia,Salmonella enterica; Salmonella enterica,Weltevreden; ,Confirmed; Confirmed,Other (describe in remarks),63.0,,,"tuna, unspecified",,,,,,
14489,2004.0,2.0,Virginia,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,21.0,,,,,,,,,
14490,2005.0,12.0,Florida,,,,Restaurant - other or unknown type,2.0,,,,,,,,,
14491,2005.0,12.0,Colorado,Clostridium perfringens,,Suspected,Restaurant - other or unknown type,5.0,0.0,0.0,"pork, other",pork,,,,,
14492,2005.0,11.0,Colorado,Campylobacter jejuni,,Confirmed,Other (describe in remarks),5.0,0.0,0.0,"whole milk, unpasteurized",milk,,,,,
14493,2005.0,7.0,Wisconsin,,,,Caterer (food prepared off-site from where served),20.0,0.0,0.0,"gravy; beans, baked",,,,,,
14494,2005.0,9.0,Maine,Shigella flexneri,serotype 2a,Confirmed,Restaurant - other or unknown type; Caterer (food prepared off-site from where served),49.0,,0.0,"beef, other",,,,,,
14495,2005.0,12.0,Minnesota,Norovirus unknown,,Confirmed,Restaurant - other or unknown type,4.0,0.0,0.0,"taco, beef",,,,,,
14496,2005.0,12.0,Minnesota,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,76.0,0.0,0.0,,,,,,,
14497,2005.0,12.0,Minnesota,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,27.0,0.0,0.0,,,,,,,
14498,2005.0,12.0,Tennessee,Norovirus Genogroup I,unknown,Confirmed,Restaurant - other or unknown type; Caterer (food prepared off-site from where served),16.0,0.0,0.0,,,,,,,
14499,2005.0,11.0,Hawaii,Staphylococcus aureus,,Confirmed,Other (describe in remarks),7.0,0.0,0.0,spam,,,,,,
14500,2005.0,12.0,Washington,Norovirus Genogroup I,,Suspected,Caterer (food prepared off-site from where served),27.0,,,,,,,,,
14501,2005.0,12.0,Washington,,,,,2.0,0.0,0.0,,,,,,,
14502,2005.0,11.0,New Mexico,Norovirus unknown,,Confirmed,School/college/university,35.0,0.0,0.0,,,,,,,
14503,2005.0,9.0,Utah,Campylobacter jejuni,,Confirmed,Other (describe in remarks),11.0,0.0,0.0,"whole milk, unpasteurized",milk,,,,,
14504,2005.0,10.0,Utah,,,,Restaurant - other or unknown type,23.0,,,,,,,,,
14505,2005.0,5.0,Utah,,,,Restaurant - other or unknown type,29.0,0.0,0.0,"salsa, unspecified",,,,,,
14506,2005.0,12.0,Illinois,,,,Restaurant - other or unknown type,14.0,0.0,0.0,,,,,,,
14507,2005.0,12.0,Illinois,,,,Restaurant - other or unknown type,11.0,,,,,,,,,
14508,2005.0,12.0,Illinois,,,,Restaurant - other or unknown type; Private home/residence,4.0,0.0,0.0,,,,,,,
14509,2005.0,8.0,California,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,30.0,2.0,0.0,"salsa, unspecified",,,,,,
14510,2005.0,1.0,Maine,,,,,9.0,,,,,,,,,
14511,2004.0,12.0,Maine,,,,,23.0,,,,,,,,,
14512,2005.0,1.0,Maine,,,,,39.0,,,,,,,,,
14513,2005.0,1.0,Maine,,,,,51.0,,,,,,,,,
14514,2005.0,1.0,Maine,,,,,29.0,,,,,,,,,
14515,2005.0,1.0,Maine,,,,,21.0,,,,,,,,,
14516,2005.0,12.0,Georgia,Salmonella enterica,Heidelberg,Confirmed,Restaurant - other or unknown type,34.0,7.0,0.0,hollandaise sauce,butter; egg,,,,,
14517,2005.0,12.0,New York,,,,Private home/residence,32.0,3.0,0.0,"chips, tortilla; crab, imitation",wraps/tortillas; crustacean,,,,,
14518,2005.0,12.0,Idaho,,,,Restaurant - other or unknown type,8.0,0.0,0.0,"potato, mashed; green salad",,,,,,
14519,2005.0,12.0,Pennsylvania,Clostridium perfringens,,Suspected,Private home/residence,8.0,,0.0,"hot dog, unspecified",,,,,,
14520,2005.0,8.0,California,Other - Bacterium,,Suspected,Other (describe in remarks),3.0,0.0,0.0,popcorn,,,,,,
14521,2005.0,10.0,California,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,5.0,,,"sandwich, other",,,,,,
14522,2005.0,10.0,California,,,,Restaurant - other or unknown type,3.0,0.0,0.0,"dessert, other",,,,,,
14523,2005.0,10.0,California,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,6.0,0.0,0.0,"eggs, unspecified",egg,,,,,
14524,2005.0,10.0,California,Other - Bacterium,,Suspected,Restaurant - other or unknown type,5.0,0.0,0.0,,,,,,,
14525,2005.0,11.0,California,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,5.0,0.0,0.0,"salad, other",,,,,,
14526,2005.0,10.0,Montana,Salmonella enterica,Enteritidis,Confirmed,,47.0,,,,,,,,,
14527,2005.0,2.0,Maine,Norovirus Genogroup I,,Suspected,,16.0,,,,,,,,,
14528,2005.0,2.0,Maine,,,,,11.0,0.0,0.0,,,,,,,
14529,2005.0,2.0,Maine,,,,,10.0,,,,,,,,,
14530,2005.0,3.0,Maine,,,,,13.0,,,,,,,,,
14531,2005.0,3.0,Maine,,,,,12.0,,,,,,,,,
14532,2005.0,12.0,Maine,,,,,18.0,,,,,,,,,
14533,2005.0,12.0,Georgia,Other - Chemical/Toxin,,Suspected,Restaurant - other or unknown type,2.0,0.0,0.0,creme-filled doughnut,,,,,,
14534,2005.0,10.0,Maryland,,,,Other (describe in remarks),9.0,0.0,0.0,,,,,,,
14535,2004.0,12.0,Maryland,,,,Restaurant - other or unknown type,5.0,0.0,0.0,,,,,,,
14536,2005.0,11.0,California,Norovirus Genogroup I,unknown,Confirmed,Private home/residence,11.0,0.0,0.0,,,,,,,
14537,2005.0,12.0,California,Other - Chemical/Toxin,,Suspected,Restaurant - other or unknown type,7.0,0.0,0.0,,,,,,,
14538,2005.0,11.0,Florida,Staphylococcus aureus,,Suspected,School/college/university,8.0,,,"sandwich, chicken",,,,,,
14539,2005.0,8.0,California,Scombroid toxin,,Confirmed,Restaurant - other or unknown type,5.0,0.0,0.0,tuna steak,fin fish,,,,,
14540,2005.0,9.0,California,Norovirus Genogroup I,,Confirmed,Caterer (food prepared off-site from where served),50.0,1.0,0.0,"sandwich, roast beef",,,,,,
14541,2005.0,12.0,Illinois,,,,Restaurant - other or unknown type,2.0,0.0,0.0,,,,,,,
14542,2006.0,1.0,Illinois,,,,Restaurant - other or unknown type,4.0,0.0,0.0,,,,,,,
14543,2005.0,9.0,Illinois,,,,Restaurant - other or unknown type,7.0,0.0,0.0,,,,,,,
14544,2005.0,10.0,California,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type; Other (describe in remarks),16.0,0.0,0.0,"cake, unspecified",,,,,,
14545,2005.0,3.0,California,Shigella sonnei,,Confirmed,Restaurant - other or unknown type,5.0,0.0,0.0,,,,,,,
14546,2005.0,10.0,Iowa,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Caterer (food prepared off-site from where served),41.0,0.0,0.0,"corn, unspecified; roast beef, unspecified",produce; beef,,,,,
14547,2005.0,12.0,California,Clostridium perfringens; Bacillus cereus,,Suspected; Suspected,Restaurant - other or unknown type,26.0,1.0,1.0,"turkey, unspecified",,,,,,
14548,2005.0,11.0,California,Clostridium botulinum,,Confirmed,Private home/residence,2.0,2.0,1.0,"salmon, unspecified",,,,,,
14549,2005.0,10.0,Illinois,Mycotoxins,,Suspected,Other (describe in remarks),21.0,1.0,0.0,"fruit juice, unspecified",,,,,,
14550,2005.0,11.0,Iowa,Norovirus Genogroup I,,Suspected,School/college/university,17.0,0.0,0.0,,,,,,,
14551,2005.0,11.0,Florida,,,,Long-term care/nursing home/assisted living facility,7.0,,,seafood salad; chicken salad,,,,,,
14552,2005.0,6.0,Iowa,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type; Private home/residence,30.0,0.0,0.0,,,,,,,
14553,2005.0,6.0,California,Salmonella enterica; Salmonella enterica; Salmonella enterica,Heidelberg; Saintpaul; Brandenburg,Confirmed; Confirmed; Confirmed,Prison/jail,157.0,1.0,0.0,"spread/filling, other",egg,,,,,
14554,2005.0,6.0,Iowa,,,,Restaurant - other or unknown type,21.0,0.0,0.0,,,,,,,
14555,2005.0,11.0,Iowa,Clostridium perfringens,,Confirmed,Caterer (food prepared off-site from where served),56.0,0.0,0.0,"sandwich, red meat-based",sauces/ dressings,,,,,
14556,2005.0,12.0,Georgia,Norovirus unknown,,Confirmed,Restaurant - other or unknown type,4.0,0.0,0.0,"sandwich, tuna fish",,,,,,
14557,2005.0,12.0,Georgia,Staphylococcus aureus,,Suspected,Grocery store,3.0,0.0,0.0,,,,,,,
14558,2005.0,11.0,Illinois,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type; Private home/residence; Office/indoor workplace; Hospital,15.0,1.0,0.0,,,,,,,
14559,2005.0,4.0,New Jersey,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,12.0,0.0,0.0,,,,,,,
14560,2005.0,12.0,New York,Other - Chemical/Toxin,,Confirmed,Restaurant - other or unknown type,2.0,0.0,0.0,taro,root (eg. potato),,,,,
14561,2006.0,1.0,Illinois,Campylobacter jejuni,,Confirmed,Other (describe in remarks),18.0,0.0,0.0,"whole milk, unpasteurized",,,,,,
14562,2006.0,1.0,Illinois,,,,Restaurant - other or unknown type,5.0,0.0,0.0,"nachos, unspecified; dips",,,,,,
14563,2005.0,11.0,Illinois,,,,Restaurant - other or unknown type,3.0,0.0,0.0,,,,,,,
14564,2006.0,1.0,Georgia,Norovirus Genogroup II,unknown,Confirmed,Restaurant - other or unknown type,17.0,0.0,0.0,,,,,,,
14565,2005.0,8.0,Hawaii,Ciguatoxin,,Confirmed,Private home/residence,2.0,0.0,0.0,"fish, ulua",,,,,,
14566,2006.0,1.0,Tennessee,Salmonella enterica,Hadar,Confirmed,Religious facility,9.0,1.0,0.0,,,,,,,
14567,2005.0,12.0,Florida,,,,Restaurant - other or unknown type,11.0,0.0,0.0,red snapper,,,,,,
14568,2005.0,12.0,Florida,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,7.0,0.0,0.0,"chicken, other",,,,,,
14569,2005.0,12.0,North Carolina,,,,Private home/residence,16.0,0.0,0.0,"tart, unspecified",,,,,,
14570,2005.0,10.0,Georgia,Salmonella enterica,Group B,Suspected,Restaurant - other or unknown type,3.0,1.0,0.0,,,,,,,
14571,2005.0,11.0,Ohio,Norovirus Genogroup I,,Confirmed,School/college/university,14.0,0.0,0.0,"lettuce, unspecified",,,,,,
14572,2006.0,1.0,Oregon,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,16.0,0.0,0.0,salad bar,,,,,,
14573,2005.0,11.0,Florida,Heavy metals,,Confirmed,Restaurant - other or unknown type; Private home/residence,2.0,0.0,0.0,"fish, swordfish; fish, tuna; seabass, unspecified",,,,,,
14574,2005.0,12.0,New York,,,,Restaurant - other or unknown type,6.0,0.0,0.0,,,,,,,
14575,2005.0,12.0,New York,,,,,21.0,0.0,0.0,pasta pesto,vine-stalk eg. tomato; pasta,,,,,
14576,2005.0,12.0,New York,,,,Restaurant - other or unknown type,3.0,0.0,0.0,,,,,,,
14577,2005.0,12.0,New York,,,,Restaurant - other or unknown type,3.0,0.0,0.0,,,,,,,
14578,2005.0,8.0,Maryland,Norovirus Genogroup II,unknown,Confirmed,Restaurant - other or unknown type,12.0,0.0,0.0,,,,,,,
14579,2005.0,6.0,California,Other - Bacterium,,Suspected,Restaurant - other or unknown type,17.0,0.0,0.0,multiple foods,,,,,,
14580,2005.0,7.0,California,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Restaurant - other or unknown type,25.0,0.0,0.0,"sushi, unspecified",,,,,,
14581,2005.0,6.0,California,Campylobacter jejuni,,Suspected,Private home/residence,6.0,0.0,0.0,,,,,,,
14582,2005.0,12.0,Minnesota,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,9.0,0.0,0.0,,,,,,,
14583,2006.0,1.0,New York,,,,Caterer (food prepared off-site from where served),21.0,0.0,0.0,"sandwich, deli",bread,,,,,
14584,2005.0,9.0,California,Shigella sonnei,,Confirmed,Restaurant - other or unknown type; Private home/residence,100.0,2.0,0.0,chicken dishes,,,,,,
14585,2005.0,7.0,California,Norovirus Genogroup I,,Confirmed,Long-term care/nursing home/assisted living facility,52.0,0.0,0.0,,,,,,,
14586,2005.0,12.0,California,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,25.0,0.0,0.0,"sandwich, unspecified",,,,,,
14587,2005.0,12.0,Maryland,,,,Caterer (food prepared off-site from where served),32.0,1.0,0.0,,,,,,,
14588,2005.0,10.0,Maryland,Staphylococcus aureus,,Confirmed,Prison/jail,21.0,0.0,0.0,,,,,,,
14589,2005.0,12.0,Maryland,Norovirus Genogroup II,unknown,Confirmed,Restaurant - other or unknown type,8.0,0.0,0.0,,,,,,,
14590,2005.0,11.0,Ohio,Clostridium perfringens,,Confirmed,School/college/university,21.0,0.0,0.0,turkey dishes,,,,,,
14591,2005.0,12.0,Pennsylvania,Salmonella enterica,Typhimurium,Confirmed,Restaurant - other or unknown type; Unknown,15.0,6.0,0.0,,,,,,,
14592,2005.0,11.0,Ohio,,,,Private home/residence,4.0,,,"ground beef, unspecified",,,,,,
14593,2006.0,1.0,Tennessee,,,,Restaurant - other or unknown type,8.0,0.0,0.0,,,,,,,
14594,2006.0,1.0,Connecticut,Norovirus Genogroup II,unknown,Confirmed,Banquet Facility (food prepared and served on-site),59.0,0.0,0.0,ice,,,,,,
14595,2005.0,11.0,Ohio,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,9.0,0.0,0.0,,,,,,,
14596,2005.0,11.0,Ohio,,,,Restaurant - other or unknown type,2.0,0.0,0.0,,,,,,,
14597,2006.0,1.0,Oregon,Shigella sonnei,,Confirmed,Restaurant - other or unknown type,35.0,7.0,0.0,lettuce-based salads unspecified,egg; leafy green; vine-stalk eg. tomato,,,,,
14598,2005.0,7.0,Florida,Ciguatoxin,,Confirmed,Private home/residence,6.0,4.0,0.0,sphyraena barracuda,,,,,,
14599,2005.0,12.0,Colorado,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,3.0,0.0,0.0,,,,,,,
14600,2005.0,11.0,Ohio,Norovirus Genogroup I,,Confirmed,Banquet Facility (food prepared and served on-site),110.0,0.0,0.0,,,,,,,
14601,2005.0,12.0,Ohio,,,,Restaurant - other or unknown type,11.0,,,,,,,,,
14602,2005.0,12.0,Ohio,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,26.0,0.0,0.0,"pork, roasted",,,,,,
14603,2006.0,1.0,Ohio,,,,Restaurant - other or unknown type,4.0,,,,,,,,,
14604,2006.0,1.0,Ohio,,,,Restaurant - other or unknown type,2.0,,,,,,,,,
14605,2005.0,12.0,Ohio,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,14.0,0.0,0.0,,,,,,,
14606,2006.0,1.0,Ohio,Campylobacter unknown,,Confirmed,Other (describe in remarks),3.0,1.0,0.0,"whole milk, unpasteurized",,,,,,
14607,2005.0,4.0,California,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,55.0,0.0,0.0,"salad, unspecified",,,,,,
14608,2005.0,12.0,California,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,4.0,0.0,0.0,"soup, clam chowder",,,,,,
14609,2005.0,12.0,Florida,,,,Restaurant - other or unknown type,2.0,,,"taco, beef",,,,,,
14610,2005.0,9.0,Michigan,,,,Restaurant - other or unknown type,2.0,0.0,0.0,"house salad; chicken, fried",,,,,,
14611,2006.0,1.0,North Dakota,Norovirus Genogroup I,,Confirmed,Banquet Facility (food prepared and served on-site),44.0,0.0,0.0,,,,,,,
14612,2005.0,11.0,Iowa,Clostridium perfringens,,Suspected,Restaurant - other or unknown type,11.0,0.0,0.0,"taco, chicken",chicken,,,,,
14613,2005.0,5.0,Florida,,,,Banquet Facility (food prepared and served on-site),526.0,,,"chicken, grilled",,,,,,
14614,2005.0,11.0,Michigan,,,,Office/indoor workplace,6.0,0.0,0.0,macaroni salad,,,,,,
14615,2005.0,11.0,Michigan,,,,Restaurant - other or unknown type,4.0,0.0,0.0,"lettuce based salads; cottage cheese, unspecified",,,,,,
14616,2005.0,12.0,Michigan,,,,Restaurant - other or unknown type,2.0,0.0,0.0,"crab, unspecified; potato, baked",,,,,,
14617,2005.0,9.0,California,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,20.0,,,,,,,,,
14618,2005.0,12.0,Washington,,,,Restaurant - other or unknown type,14.0,0.0,0.0,crab dip,,,,,,
14619,2005.0,10.0,California,Hepatitis A,,Confirmed,Restaurant - other or unknown type,16.0,2.0,0.0,unspecified vegetables,,,,,,
14620,2005.0,11.0,Washington,Norovirus Genogroup I,,Suspected,Banquet Facility (food prepared and served on-site),19.0,,0.0,,,,,,,
14621,2005.0,12.0,Washington,,,,Restaurant - other or unknown type,3.0,0.0,0.0,,,,,,,
14622,2006.0,1.0,Washington,,,,Restaurant - other or unknown type,5.0,0.0,,,,,,,,
14623,2005.0,11.0,Michigan,Salmonella enterica,Heidelberg,Confirmed,Religious facility,75.0,5.0,0.0,"sandwich, other; vanilla cake",,,,,,
14624,2006.0,1.0,Illinois,,,,Restaurant - other or unknown type,15.0,0.0,0.0,,,,,,,
14625,2005.0,12.0,Illinois,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type; Private home/residence; Caterer (food prepared off-site from where served),25.0,,,,,,,,,
14626,2006.0,1.0,Illinois,,,,School/college/university,27.0,,,"tortilla, unspecified",,,,,,
14627,2005.0,4.0,Maryland,Norovirus Genogroup II,unknown,Confirmed,Other (describe in remarks),148.0,0.0,0.0,mixed fruit,,,,,,
14628,2006.0,1.0,Wisconsin,Norovirus Genogroup I,,Confirmed,Prison/jail,12.0,0.0,0.0,"ground beef, sloppy joe; chicken, other",,,,,,
14629,2005.0,12.0,Georgia,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,4.0,0.0,0.0,"sandwich, pork",pork,,,,,
14630,2006.0,1.0,Illinois,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,418.0,2.0,0.0,,,,,,,
14631,2006.0,1.0,Florida,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,8.0,,,house salad,,,,,,
14632,2006.0,1.0,Florida,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,2.0,,,chicken w/ wine sauce,,,,,,
14633,2005.0,11.0,Wisconsin,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,13.0,0.0,0.0,breads,,,,,,
14634,2006.0,1.0,Wisconsin,Norovirus Genogroup I,,Confirmed,Private home/residence; Caterer (food prepared off-site from where served),14.0,0.0,0.0,mixed fruit,,,,,,
14635,2006.0,1.0,Minnesota,Norovirus Genogroup I,,Confirmed,Private home/residence,12.0,0.0,0.0,"sandwich, submarine",,,,,,
14636,2006.0,1.0,Minnesota,Norovirus Genogroup I,,Confirmed,Private home/residence,18.0,0.0,0.0,other food,,,,,,
14637,2006.0,1.0,Minnesota,Clostridium perfringens,,Suspected,Prison/jail,76.0,0.0,0.0,"turkey, unspecified; gravy, unspecified",,,,,,
14638,2006.0,1.0,Minnesota,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,11.0,0.0,0.0,"sandwich, ham",,,,,,
14639,2006.0,2.0,Minnesota,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,6.0,0.0,0.0,lettuce-based salads unspecified,,,,,,
14640,2005.0,12.0,Florida,,,,Caterer (food prepared off-site from where served),12.0,0.0,0.0,chicken; ribs,,,,,,
14641,2005.0,10.0,Pennsylvania,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,11.0,0.0,0.0,"beef, unspecified",egg,,,,,
14642,2006.0,1.0,Minnesota,Norovirus Genogroup I,,Suspected,Unknown,16.0,0.0,0.0,unspecified fruit,,,,,,
14643,2005.0,8.0,Hawaii,Scombroid toxin,,Confirmed,Restaurant - other or unknown type,2.0,0.0,0.0,"fish, ahi",,,,,,
14644,2005.0,9.0,Hawaii,Scombroid toxin,,Confirmed,Restaurant - other or unknown type,2.0,1.0,0.0,"fish, ahi",,,,,,
14645,2005.0,5.0,Pennsylvania,Salmonella enterica,Grumpensis,Confirmed,Caterer (food prepared off-site from where served),38.0,,0.0,,,,,,,
14646,2006.0,1.0,Maryland,,,,Restaurant - other or unknown type,3.0,0.0,0.0,"sandwich, deli",,,,,,
14647,2005.0,12.0,California,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,13.0,0.0,0.0,,,,,,,
14648,2006.0,1.0,Tennessee,,,,Restaurant - other or unknown type,11.0,0.0,0.0,,,,,,,
14649,2006.0,1.0,Ohio,Scombroid toxin,,Confirmed,Private home/residence,2.0,0.0,0.0,yellowfin tuna,,,,,,
14650,2006.0,1.0,Ohio,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,113.0,23.0,0.0,"oil, unspecified; liver, chicken",egg; egg,,,,,
14651,2005.0,12.0,Kansas,Staphylococcus aureus,,Confirmed,Private home/residence,138.0,19.0,0.0,"sausage, unspecified",,,,,,
14652,2005.0,12.0,Kansas,,,,Restaurant - other or unknown type,12.0,0.0,0.0,,,,,,,
14653,2005.0,12.0,Kansas,,,,Restaurant - other or unknown type,5.0,0.0,0.0,,,,,,,
14654,2005.0,11.0,Kansas,,,,Restaurant - other or unknown type,2.0,0.0,0.0,,,,,,,
14655,2006.0,2.0,Illinois,,,,Restaurant - other or unknown type,7.0,0.0,0.0,,,,,,,
14656,2005.0,7.0,California,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,14.0,4.0,0.0,chips and salsa,,,,,,
14657,2005.0,12.0,California,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type; Banquet Facility (food prepared and served on-site),90.0,0.0,0.0,multiple foods,,,,,,
14658,2005.0,7.0,California,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Caterer (food prepared off-site from where served); Other (describe in remarks),114.0,0.0,0.0,multiple foods,,,,,,
14659,2005.0,11.0,California,Salmonella enterica,Group B,Confirmed,Private home/residence,6.0,0.0,0.0,"turkey, unspecified",turkey,,,,,
14660,2006.0,1.0,California,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,5.0,0.0,0.0,,,,,,,
14661,2006.0,1.0,Florida,,,,Restaurant - other or unknown type,5.0,,,"ethnic style, buffet",,,,,,
14662,2006.0,1.0,Florida,,,,Restaurant - other or unknown type,2.0,,,"beef, casserole",,,,,,
14663,2006.0,2.0,New York,,,,Restaurant - other or unknown type,4.0,0.0,0.0,,,,,,,
14664,2006.0,1.0,New York,,,,Restaurant - other or unknown type,7.0,0.0,0.0,,,,,,,
14665,2006.0,2.0,Illinois,,,,Banquet Facility (food prepared and served on-site),4.0,0.0,0.0,,,,,,,
14666,2006.0,2.0,Illinois,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,7.0,0.0,0.0,,,,,,,
14667,2005.0,11.0,Florida,,,,Restaurant - other or unknown type,2.0,,,"squid/calamari, unspecified",,,,,,
14668,2005.0,11.0,Florida,,,,Restaurant - other or unknown type,3.0,,,"fried onions/onion rings, unspecified",,,,,,
14669,2006.0,1.0,Pennsylvania,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,4.0,3.0,0.0,,,,,,,
14670,2005.0,12.0,West Virginia,Staphylococcus aureus,,Confirmed,Prison/jail,23.0,0.0,0.0,"sweet potato, unspecified; stuffing, unspecified; turkey and gravy; turkey, roasted; green beans, unspecified",,,,,,
14671,2005.0,5.0,Florida,,,,Restaurant - other or unknown type,4.0,,,"bbq, unspecified",,,,,,
14672,2006.0,2.0,Tennessee,,,,Restaurant - other or unknown type,8.0,0.0,0.0,"pizza, unspecified",,,,,,
14673,2006.0,1.0,Oregon,Norovirus unknown,,Suspected,Restaurant - other or unknown type,8.0,0.0,0.0,"oysters, unspecified",,,,,,
14674,2005.0,12.0,Hawaii,Norovirus Genogroup I,,Confirmed,,15.0,2.0,0.0,,,,,,,
14675,2006.0,1.0,Minnesota,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,24.0,0.0,0.0,,,,,,,
14676,2006.0,2.0,Minnesota,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,22.0,1.0,0.0,"sandwich, submarine",produce,,,,,
14677,2006.0,1.0,Arkansas,Salmonella enterica,"I 4,[5],12:i:-",Confirmed,Restaurant - other or unknown type,14.0,4.0,0.0,,,,,,,
14678,2006.0,2.0,Minnesota,Norovirus Genogroup I,,Confirmed,Banquet Facility (food prepared and served on-site),81.0,0.0,0.0,,,,,,,
14679,2005.0,12.0,California,Other - Chemical/Toxin,,Suspected,Restaurant - other or unknown type,4.0,0.0,0.0,"soup, broccoli",,,,,,
14680,2005.0,1.0,California,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,9.0,0.0,0.0,,,,,,,
14681,2005.0,12.0,California,Clostridium perfringens; Bacillus cereus,,Suspected; Suspected,Restaurant - other or unknown type,5.0,0.0,0.0,"chicken, other",,,,,,
14682,2005.0,9.0,California,Scombroid toxin,,Confirmed,Restaurant - other or unknown type,5.0,0.0,0.0,"fish, escolar",fin fish,,,,,
14683,2005.0,10.0,California,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,22.0,0.0,0.0,"burrito, cheese",,,,,,
14684,2006.0,2.0,Connecticut,Norovirus Genogroup II,unknown,Suspected,Restaurant - other or unknown type,19.0,0.0,0.0,,,,,,,
14685,2005.0,12.0,Oregon,Norovirus unknown,,Suspected,Restaurant - other or unknown type,9.0,0.0,0.0,,,,,,,
14686,2006.0,2.0,Maryland,,,,Other (describe in remarks),6.0,0.0,0.0,,,,,,,
14687,2006.0,2.0,New Mexico,Norovirus unknown,,Confirmed,Other (describe in remarks),164.0,0.0,0.0,,,,,,,
14688,2006.0,1.0,Minnesota,,,,Restaurant - other or unknown type,5.0,0.0,0.0,"unspecified fish; mussels, unspecified; ice cream/yogurt",,,,,,
14689,2005.0,4.0,Florida,,,,Restaurant - other or unknown type,4.0,,,lettuce-based salads unspecified,,,,,,
14690,2005.0,3.0,Florida,,,,School/college/university,21.0,,,,,,,,,
14691,2006.0,1.0,New York,,,,Restaurant - other or unknown type,15.0,1.0,0.0,,,,,,,
14692,2006.0,1.0,New York,,,,Restaurant - other or unknown type,3.0,0.0,0.0,,,,,,,
14693,2006.0,1.0,Florida,,,,,2.0,,,,,,,,,
14694,2005.0,6.0,Michigan,Norovirus unknown,,Confirmed,Private home/residence; Grocery store; School/college/university; Other (describe in remarks),31.0,0.0,0.0,unspecified beverage,,,,,,
14695,2005.0,9.0,California,Salmonella unknown,,Suspected,Private home/residence,2.0,0.0,0.0,,,,,,,
14696,2005.0,9.0,California,Other - Chemical/Toxin,,Suspected,Restaurant - other or unknown type,2.0,0.0,0.0,"chicken, strips",,,,,,
